Party,2014,2012,2010
Afghanistan,Answer/report not provided,No,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,Yes,Yes,Yes
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,Yes,Yes,Yes
Australia,Yes,Yes,Yes
Austria,Yes,Yes,Answer/report not provided
Azerbaijan,Yes,Yes,Yes
Bahamas,Yes,No,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,No,No,Answer/report not provided
Barbados,No,Answer/report not provided,Answer/report not provided
Belarus,Yes,Yes,Yes
Belgium,Yes,Yes,Yes
Belize,Yes,Answer/report not provided,Answer/report not provided
Benin,Yes,Answer/report not provided,Answer/report not provided
Bhutan,Yes,No,Yes
Bolivia,Answer/report not provided,Yes,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,No,No,No
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,No,Answer/report not provided,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,No,No,No
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Yes
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,No,No,Answer/report not provided
China,Yes,Yes,Yes
Colombia,No,No,Answer/report not provided
Comoros,Answer/report not provided,Yes,No
Congo,No,No,Answer/report not provided
Cook Islands,Yes,Yes,No
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,Yes,No,Answer/report not provided
Croatia,Yes,Yes,Answer/report not provided
Cyprus,Yes,Yes,Yes
Czech Republic,Yes,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,Yes,Yes
Djibouti,Yes,Yes,Answer/report not provided
Ecuador,No,No,Answer/report not provided
Egypt,No,Yes,Yes
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,Yes,Answer/report not provided
European Union,Answer/report not provided,Answer/report not provided,Answer/report not provided
Fiji,No,No,Answer/report not provided
Finland,Yes,Yes,Yes
France,Answer/report not provided,Yes,Yes
Gabon,Yes,Yes,Answer/report not provided
Gambia,Yes,Answer/report not provided,Answer/report not provided
Georgia,Yes,Yes,Answer/report not provided
Germany,No,No,No
Ghana,Yes,Yes,Yes
Greece,Yes,Yes,Answer/report not provided
Grenada,No,Answer/report not provided,Answer/report not provided
Guatemala,No,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Honduras,Yes,No,No
Hungary,Yes,Yes,Yes
Iceland,Answer/report not provided,Answer/report not provided,Answer/report not provided
India,Yes,Yes,Yes
Iran (Islamic Republic of),Yes,Yes,Answer/report not provided
Iraq,No,Answer/report not provided,Answer/report not provided
Ireland,Yes,Yes,Yes
Israel,Answer/report not provided,Yes,Answer/report not provided
Italy,Yes,Yes,Answer/report not provided
Jamaica,Yes,Answer/report not provided,Answer/report not provided
Japan,Yes,Yes,Yes
Jordan,Yes,Yes,Yes
Kazakhstan,No,No,Answer/report not provided
Kenya,Yes,Answer/report not provided,Yes
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,Yes,Yes,Yes
Kyrgyzstan,Yes,No,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,Yes,Answer/report not provided
Latvia,Yes,No,No
Lebanon,Yes,No,No
Lesotho,No,Answer/report not provided,No
Libyan Arab Jamahiriya,Yes,Yes,Answer/report not provided
Lithuania,Yes,Yes,Yes
Luxembourg,Yes,Answer/report not provided,Answer/report not provided
Madagascar,Yes,Yes,Yes
Malaysia,Yes,Yes,Answer/report not provided
Maldives,No,Answer/report not provided,Answer/report not provided
Mali,No,No,Answer/report not provided
Malta,Yes,Yes,Yes
Marshall Islands,No,Yes,Yes
Mauritania,Yes,Yes,Answer/report not provided
Mauritius,Yes,Yes,No
Mexico,Answer/report not provided,Yes,Yes
Micronesia (Federated States of),No,No,Answer/report not provided
Mongolia,No,Yes,Yes
Montenegro,Yes,Yes,Yes
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Yes
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,No,Yes,Yes
New Zealand,Yes,Yes,Yes
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,Yes,Answer/report not provided,Answer/report not provided
Niue,No,Answer/report not provided,No
Norway,Yes,Yes,Yes
Oman,Yes,Yes,Yes
Pakistan,Yes,Yes,Answer/report not provided
Palau,Yes,Yes,Answer/report not provided
Panama,No,No,No
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,No,Answer/report not provided,Answer/report not provided
Philippines,Yes,Answer/report not provided,Answer/report not provided
Poland,Yes,Yes,Answer/report not provided
Portugal,No,No,No
Qatar,Yes,Yes,Answer/report not provided
Republic of Korea,No,No,No
Republic of Moldova,Yes,Yes,Answer/report not provided
Romania,Yes,Answer/report not provided,Answer/report not provided
Russian Federation,Yes,Yes,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,No,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,No,No,Answer/report not provided
Saudi Arabia,Yes,Yes,Answer/report not provided
Senegal,Yes,Yes,Answer/report not provided
Serbia,Yes,Yes,Yes
Seychelles,Yes,Yes,Yes
Sierra Leone,No,No,Answer/report not provided
Singapore,Answer/report not provided,No,No
Slovakia,Yes,Yes,Yes
Slovenia,Yes,Yes,Yes
Solomon Islands,Yes,No,No
South Africa,Yes,No,Yes
Spain,Answer/report not provided,Yes,Yes
Sri Lanka,Answer/report not provided,No,Answer/report not provided
Sudan,Answer/report not provided,No,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,Yes,Answer/report not provided
Sweden,Yes,Yes,Yes
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Yes
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,Yes,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Yes,No,Yes
Tonga,Yes,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,No,Answer/report not provided,No
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,No,Answer/report not provided,Answer/report not provided
Tuvalu,Yes,Answer/report not provided,Answer/report not provided
Uganda,No,No,Answer/report not provided
Ukraine,No,No,No
United Arab Emirates,Answer/report not provided,Yes,Answer/report not provided
United Kingdom,No,No,Yes
United Republic of Tanzania,No,Answer/report not provided,Answer/report not provided
Uruguay,No,No,No
Uzbekistan,Yes,Answer/report not provided,Answer/report not provided
Vanuatu,No,Answer/report not provided,Answer/report not provided
Venezuela,No,No,Answer/report not provided
Viet Nam,Yes,Yes,Yes
Yemen,Yes,Yes,Answer/report not provided
