Party,2014,2012,2010
Afghanistan,No,No,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,No,Yes,Answer/report not provided
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Australia,Yes,Yes,Answer/report not provided
Austria,Yes,Yes,Answer/report not provided
Azerbaijan,Yes,Yes,Answer/report not provided
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,Yes,Yes,Answer/report not provided
Barbados,Yes,Yes,Answer/report not provided
Belarus,Yes,Yes,Answer/report not provided
Belgium,Yes,Yes,Answer/report not provided
Belize,No,Answer/report not provided,Answer/report not provided
Benin,Yes,Answer/report not provided,Answer/report not provided
Bhutan,Yes,Yes,Answer/report not provided
Bolivia,Answer/report not provided,Yes,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,Yes,Yes,Yes
Brunei Darussalam,Yes,Yes,Answer/report not provided
Bulgaria,Yes,Yes,Answer/report not provided
Burkina Faso,Answer/report not provided,Yes,Answer/report not provided
Burundi,Answer/report not provided,No,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Answer/report not provided
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,Yes,Yes,Answer/report not provided
China,Yes,Answer/report not provided,Answer/report not provided
Colombia,Yes,Yes,Answer/report not provided
Comoros,Answer/report not provided,No,No
Congo,Yes,No,Answer/report not provided
Cook Islands,Yes,Yes,Answer/report not provided
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,Yes,No,Answer/report not provided
Croatia,Yes,Answer/report not provided,Answer/report not provided
Cyprus,Yes,Answer/report not provided,Answer/report not provided
Czech Republic,Yes,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Yes,Yes,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,Yes,Answer/report not provided
Djibouti,No,Yes,Answer/report not provided
Ecuador,Yes,Yes,Answer/report not provided
Egypt,Answer/report not provided,Yes,Answer/report not provided
El Salvador,Yes,Answer/report not provided,Answer/report not provided
