Party,2014,2012,2010
Afghanistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Albania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Algeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Australia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Austria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Azerbaijan,Answer/report not provided,A National Tobacco Control Coalition was established on 14 December 2009 at the First National Tobacco Conference. Members include representatives of the relevant Ministries non-government organizations and the national Parliament. The Coalition was established to raise public awareness and bring the tobacco control agenda to the forefront of the national politics.,A National Tobacco Control Coalition was established on 14 December 2009 at the First National Tobacco Conference. Members include representatives of the relevant Ministries non-government organizations and the national Parliament. The Coalition was established to raise public awareness and bring the tobacco control agenda to the forefront of the national politics.
Bahamas,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahrain (Kingdom of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Bangladesh,Answer/report not provided,Answer/report not provided,Answer/report not provided
Barbados,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belarus,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belgium,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,Answer/report not provided,inscription de la lutte anti tabac dans les documents et stratégies nationaux de developpement et de réduction de la pauvreté,inscription de la lutte anti tabac dans les documents et stratégies nationaux de developpement et de réduction de la pauvreté
Bhutan,"Some of the main constraints and challenges are: 
The secretariat office is primarily dependent on the stakeholders on the implementation of the provisions of the ACT and most of them are primarily engaged with their main responsibilities. 
Lack of resources necessary for Supply and Demand reduction measures.
Easy and ready access to Tobacco products through open and porous borders (North & South",Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bosnia and Herzegovina,Answer/report not provided,Answer/report not provided,Answer/report not provided
Botswana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brazil,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brunei Darussalam,Brunei Darussalam is a very small country of 5765 sq km with a population of about 393 372. Brunei Darussalam is not a tobacco grower or manufacturer and all tobacco products sold in the country are imported.,Brunei Darussalam is a very small country of 5765 sq km with a population of about 332 844 (Population Census 2001). Brunei Darussalam is not a tobacco grower or manufacturer and all tobacco products sold in the country are imported.,Answer/report not provided
Bulgaria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Burkina Faso,Answer/report not provided,Answer/report not provided,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Canada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chile,Answer/report not provided,Answer/report not provided,Answer/report not provided
China,Answer/report not provided,Answer/report not provided,Answer/report not provided
Colombia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Comoros,Answer/report not provided,Answer/report not provided,un comportement responsable coherent et honnete des responsables du bureau de lOms aux comores dans le domaines de la lutte contre le tabac est plus que necessaire non à la magouille
