Party,2014,2012,2010
Afghanistan,Answer/report not provided,No,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,No,No,No
Antigua and Barbuda,Yes,Yes,Answer/report not provided
Armenia,Yes,Yes,Yes
Australia,No,No,Answer/report not provided
Austria,Yes,Yes,Answer/report not provided
Azerbaijan,No,Yes,Yes
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),No,No,Answer/report not provided
Bangladesh,No,No,Answer/report not provided
Barbados,No,No,Answer/report not provided
Belarus,Yes,Yes,Yes
Belgium,Answer/report not provided,No,No
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,Yes,Yes,Yes
Bhutan,Yes,Yes,Yes
Bolivia,Answer/report not provided,Yes,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brazil,Yes,Yes,Yes
Brunei Darussalam,Yes,Yes,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,Yes,No,Answer/report not provided
Burundi,Answer/report not provided,Yes,Answer/report not provided
Cambodia,Yes,Yes,Yes
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,No,No,No
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,Yes,Yes,Answer/report not provided
China,Yes,No,No
Colombia,Yes,No,Answer/report not provided
Comoros,Answer/report not provided,No,No
Congo,Yes,No,Answer/report not provided
Cook Islands,Yes,Yes,Yes
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,Yes,No,Answer/report not provided
Croatia,Yes,No,Answer/report not provided
Cyprus,No,No,No
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,Yes,No
Djibouti,Answer/report not provided,Yes,Answer/report not provided
Ecuador,Yes,Yes,Answer/report not provided
Egypt,No,Yes,Answer/report not provided
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,Answer/report not provided,Yes,Answer/report not provided
European Union,No,No,Answer/report not provided
Fiji,Yes,Yes,Answer/report not provided
Finland,No,No,Answer/report not provided
France,Answer/report not provided,No,No
Gabon,No,No,Answer/report not provided
Gambia,Yes,No,Answer/report not provided
Georgia,Yes,Yes,Answer/report not provided
Germany,No,No,No
Ghana,Yes,Yes,No
Greece,No,No,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,No,Yes,Answer/report not provided
Guyana,Answer/report not provided,Yes,Yes
Honduras,No,Answer/report not provided,Answer/report not provided
Hungary,Yes,Yes,No
Iceland,Yes,Yes,Answer/report not provided
India,Yes,Yes,Yes
Iran (Islamic Republic of),Yes,No,Answer/report not provided
Iraq,Yes,Yes,Answer/report not provided
Ireland,No,No,No
Israel,Answer/report not provided,No,Answer/report not provided
Italy,Yes,Yes,Answer/report not provided
Jamaica,Yes,Answer/report not provided,Answer/report not provided
Japan,No,No,Answer/report not provided
Jordan,Yes,Yes,Answer/report not provided
Kazakhstan,No,No,Answer/report not provided
Kenya,Yes,Answer/report not provided,Yes
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,Yes,Answer/report not provided,Answer/report not provided
Kyrgyzstan,Yes,Yes,Answer/report not provided
Lao People's Democratic Republic,Yes,Yes,Answer/report not provided
Latvia,No,Yes,Yes
Lebanon,Yes,Yes,Yes
Lesotho,Answer/report not provided,Answer/report not provided,No
Libyan Arab Jamahiriya,Yes,Yes,Answer/report not provided
Lithuania,No,No,No
Luxembourg,No,No,No
Madagascar,Yes,Yes,Yes
Malaysia,Yes,Yes,Yes
Maldives,Yes,Answer/report not provided,Answer/report not provided
Mali,No,No,Answer/report not provided
Malta,No,No,No
Marshall Islands,Yes,No,No
Mauritania,No,Answer/report not provided,Answer/report not provided
Mauritius,Yes,Yes,Yes
Mexico,No,Yes,Yes
Micronesia (Federated States of),Yes,Yes,Answer/report not provided
Mongolia,Yes,Yes,Yes
Montenegro,No,Yes,Yes
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,No,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,Yes,Answer/report not provided
Netherlands,Yes,No,No
New Zealand,No,No,No
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,No,Answer/report not provided,Answer/report not provided
Niue,Yes,Answer/report not provided,No
Norway,No,No,No
Oman,Yes,No,Answer/report not provided
Pakistan,No,No,Answer/report not provided
Palau,No,Yes,Yes
Panama,Yes,Yes,Yes
Papua New Guinea,Yes,Answer/report not provided,Answer/report not provided
Paraguay,No,Yes,Answer/report not provided
Peru,Yes,No,Answer/report not provided
Philippines,Yes,Yes,Answer/report not provided
Poland,Yes,Answer/report not provided,Answer/report not provided
Portugal,Yes,No,No
Qatar,No,Yes,Answer/report not provided
Republic of Korea,Yes,Yes,No
Republic of Moldova,Yes,Yes,Answer/report not provided
Romania,Yes,Answer/report not provided,Answer/report not provided
Russian Federation,No,No,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,No,Answer/report not provided
Saint Lucia,Answer/report not provided,Yes,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,No,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,No,No
Sao Tome and Principe,No,Yes,Answer/report not provided
Saudi Arabia,Yes,Yes,Answer/report not provided
Senegal,No,No,Answer/report not provided
Serbia,Yes,Yes,Yes
Seychelles,No,Yes,Yes
Sierra Leone,Yes,No,Answer/report not provided
Singapore,No,No,Yes
Slovakia,No,No,No
Slovenia,No,No,No
Solomon Islands,Yes,Yes,Yes
South Africa,Yes,No,No
Spain,Answer/report not provided,No,No
Sri Lanka,Answer/report not provided,No,Answer/report not provided
Sudan,Answer/report not provided,Yes,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,No,No,No
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,No
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,No,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Yes,No,Yes
Tonga,Yes,Yes,Yes
Trinidad and Tobago,Yes,Yes,Yes
Tunisia,Yes,No,Answer/report not provided
Turkey,No,Yes,Yes
Turkmenistan,Yes,Answer/report not provided,Answer/report not provided
Tuvalu,Yes,Yes,Answer/report not provided
Uganda,Yes,Yes,Answer/report not provided
Ukraine,Yes,No,No
United Arab Emirates,Yes,Yes,Answer/report not provided
United Kingdom,No,No,No
United Republic of Tanzania,Yes,No,Answer/report not provided
Uruguay,No,No,Yes
Uzbekistan,Yes,Answer/report not provided,Answer/report not provided
Vanuatu,Yes,Yes,Answer/report not provided
Venezuela,Yes,Yes,Answer/report not provided
Viet Nam,Yes,Yes,Yes
Yemen,No,Yes,Answer/report not provided
