Party,2014,2012,2010
Afghanistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Albania,None,None,Answer/report not provided
Algeria,Answer/report not provided,None,Partially
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,Answer/report not provided,None,None
Australia,Partially,Partially,None
Austria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Azerbaijan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahamas,Full,Answer/report not provided,Answer/report not provided
Bahrain (Kingdom of),None,Partially,Answer/report not provided
Bangladesh,Answer/report not provided,None,Answer/report not provided
Barbados,None,None,Answer/report not provided
Belarus,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belgium,Partially,Partially,Partially
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,None,None,None
Bhutan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,Partially,Answer/report not provided
Bosnia and Herzegovina,Full,Partially,Answer/report not provided
Botswana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brazil,Full,Full,Full
Brunei Darussalam,None,Answer/report not provided,Answer/report not provided
Bulgaria,None,Partially,Partially
Burkina Faso,None,Answer/report not provided,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,Partially,Answer/report not provided,Answer/report not provided
Canada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Central African Republic,Answer/report not provided,None,Answer/report not provided
Chad,Answer/report not provided,Partially,Answer/report not provided
Chile,Answer/report not provided,Answer/report not provided,Answer/report not provided
China,Partially,Answer/report not provided,Answer/report not provided
Colombia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Comoros,Answer/report not provided,Answer/report not provided,Answer/report not provided
Congo,Answer/report not provided,None,Answer/report not provided
Cook Islands,Answer/report not provided,Partially,None
Costa Rica,Full,Partially,Answer/report not provided
Côte d'Ivoire,None,Answer/report not provided,Answer/report not provided
Croatia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cyprus,Answer/report not provided,Answer/report not provided,Answer/report not provided
Czech Republic,None,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Full,Full,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Answer/report not provided,Full,None
Djibouti,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ecuador,Partially,Answer/report not provided,Answer/report not provided
Egypt,None,Answer/report not provided,None
El Salvador,None,Answer/report not provided,Answer/report not provided
Estonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
European Union,Answer/report not provided,Answer/report not provided,Answer/report not provided
Fiji,Answer/report not provided,Partially,Answer/report not provided
Finland,Partially,Partially,Partially
France,Full,Full,None
Gabon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Gambia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Georgia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Germany,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ghana,Full,Partially,None
Greece,Partially,Partially,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,Answer/report not provided,None
Honduras,Full,Full,Full
Hungary,Partially,Partially,Full
Iceland,Answer/report not provided,Answer/report not provided,Answer/report not provided
India,None,Partially,None
Iran (Islamic Republic of),Partially,Partially,Answer/report not provided
Iraq,None,Answer/report not provided,Answer/report not provided
Ireland,Full,Answer/report not provided,Answer/report not provided
Israel,Answer/report not provided,Answer/report not provided,Answer/report not provided
Italy,None,Answer/report not provided,Answer/report not provided
Jamaica,Answer/report not provided,Answer/report not provided,Answer/report not provided
Japan,None,None,Answer/report not provided
Jordan,None,None,None
Kazakhstan,Full,Full,Answer/report not provided
Kenya,None,Answer/report not provided,Partially
Kiribati,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kuwait,Partially,None,None
Kyrgyzstan,Answer/report not provided,Partially,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Latvia,Partially,Partially,Partially
Lebanon,None,Answer/report not provided,Answer/report not provided
Lesotho,Full,Answer/report not provided,Full
Libyan Arab Jamahiriya,Answer/report not provided,None,Answer/report not provided
Lithuania,Partially,Partially,Partially
Luxembourg,Partially,Partially,Partially
Madagascar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malaysia,Full,None,None
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malta,Answer/report not provided,Answer/report not provided,Answer/report not provided
Marshall Islands,Answer/report not provided,Partially,None
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,None,None,Answer/report not provided
Mexico,Full,None,None
Micronesia (Federated States of),Full,Full,Answer/report not provided
Mongolia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Montenegro,None,None,None
Myanmar,None,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,Answer/report not provided,Full,Full
New Zealand,Partially,Partially,Partially
Niger,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nigeria,Partially,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,Full,None,Answer/report not provided
Oman,None,None,Answer/report not provided
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,None,None,Answer/report not provided
Panama,Full,None,None
Papua New Guinea,None,Answer/report not provided,Answer/report not provided
Paraguay,Full,Full,Answer/report not provided
Peru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Philippines,Answer/report not provided,None,Answer/report not provided
Poland,Partially,Partially,Answer/report not provided
Portugal,Answer/report not provided,Full,Full
Qatar,Full,None,Answer/report not provided
Republic of Korea,Partially,Partially,None
Republic of Moldova,Full,Answer/report not provided,Answer/report not provided
Romania,Partially,Answer/report not provided,Answer/report not provided
Russian Federation,Full,Partially,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,Partially,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Partially,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,Partially,Answer/report not provided,Answer/report not provided
Saudi Arabia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Senegal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Serbia,Full,Full,Full
Seychelles,Full,Full,None
Sierra Leone,Answer/report not provided,Answer/report not provided,Answer/report not provided
Singapore,Answer/report not provided,Answer/report not provided,Partially
Slovakia,Partially,Partially,Partially
Slovenia,None,None,None
Solomon Islands,Answer/report not provided,Answer/report not provided,Answer/report not provided
South Africa,Answer/report not provided,Answer/report not provided,Answer/report not provided
Spain,Full,Partially,Full
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,None,Answer/report not provided
Suriname,None,None,Answer/report not provided
Swaziland,Answer/report not provided,None,Answer/report not provided
Sweden,Answer/report not provided,Partially,None
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,None,Answer/report not provided,Answer/report not provided
Thailand,Full,Full,Full
The former Yugoslav Republic of Macedonia,None,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,None,Answer/report not provided,None
Tonga,Full,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,None,Answer/report not provided,Answer/report not provided
Tunisia,Partially,Partially,Answer/report not provided
Turkey,None,None,None
Turkmenistan,Full,Answer/report not provided,Answer/report not provided
Tuvalu,None,Answer/report not provided,Answer/report not provided
Uganda,Answer/report not provided,Full,Answer/report not provided
Ukraine,None,Answer/report not provided,Answer/report not provided
United Arab Emirates,Partially,Answer/report not provided,Answer/report not provided
United Kingdom,Full,Full,Full
United Republic of Tanzania,Full,Answer/report not provided,Answer/report not provided
Uruguay,Answer/report not provided,Full,Full
Uzbekistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Vanuatu,None,Answer/report not provided,Answer/report not provided
Venezuela,Full,Full,Answer/report not provided
Viet Nam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Yemen,Answer/report not provided,Answer/report not provided,Answer/report not provided
