Party,2014,2012,2010
Afghanistan,Answer/report not provided,No,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,No,No,Yes
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,Yes,Yes,Yes
Australia,Yes,Yes,Yes
Austria,No,Yes,Answer/report not provided
Azerbaijan,No,No,No
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),Yes,No,Answer/report not provided
Bangladesh,Yes,Yes,Answer/report not provided
Barbados,Yes,No,Answer/report not provided
Belarus,No,Answer/report not provided,Answer/report not provided
Belgium,Yes,Yes,Yes
Belize,No,Answer/report not provided,Answer/report not provided
Benin,No,No,No
Bhutan,Yes,Yes,Yes
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,Yes,No,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,Yes,Yes,Yes
Brunei Darussalam,Yes,No,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,Yes,No,Answer/report not provided
Burundi,Answer/report not provided,No,Answer/report not provided
Cambodia,Yes,Yes,Yes
Cameroon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Yes
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,No,Answer/report not provided
Chile,Yes,No,Answer/report not provided
China,Yes,Yes,Yes
Colombia,No,No,Answer/report not provided
Comoros,Answer/report not provided,No,No
Congo,No,No,Answer/report not provided
Cook Islands,Yes,Yes,Yes
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,No,Yes,Answer/report not provided
Croatia,No,Answer/report not provided,Answer/report not provided
Cyprus,No,No,No
Czech Republic,Yes,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Yes,Yes,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,Yes,Yes
Djibouti,No,Yes,Answer/report not provided
Ecuador,No,No,Answer/report not provided
Egypt,Yes,Yes,Yes
El Salvador,Yes,Answer/report not provided,Answer/report not provided
Estonia,Yes,Yes,Answer/report not provided
European Union,Yes,Yes,Yes
Fiji,Yes,Yes,Answer/report not provided
Finland,Yes,Yes,Yes
France,No,No,Yes
Gabon,No,No,Answer/report not provided
Gambia,Yes,No,Answer/report not provided
Georgia,No,No,Answer/report not provided
Germany,Yes,Yes,Yes
Ghana,Yes,Yes,No
Greece,Yes,Yes,Answer/report not provided
Grenada,No,Answer/report not provided,Answer/report not provided
Guatemala,No,No,Answer/report not provided
Guyana,Answer/report not provided,Yes,Yes
Honduras,No,Answer/report not provided,Answer/report not provided
Hungary,No,No,Yes
Iceland,No,No,Answer/report not provided
India,Yes,Yes,Yes
Iran (Islamic Republic of),Yes,No,Answer/report not provided
Iraq,No,No,Answer/report not provided
Ireland,Yes,No,No
Israel,Answer/report not provided,Yes,Answer/report not provided
Italy,Yes,Answer/report not provided,Answer/report not provided
Jamaica,Yes,Answer/report not provided,Answer/report not provided
Japan,Yes,Yes,Yes
Jordan,Yes,Yes,No
Kazakhstan,No,No,Answer/report not provided
Kenya,Yes,Answer/report not provided,Yes
Kiribati,No,Answer/report not provided,Answer/report not provided
Kuwait,No,No,No
Kyrgyzstan,No,No,Answer/report not provided
Lao People's Democratic Republic,No,Answer/report not provided,Answer/report not provided
Latvia,Yes,Yes,Yes
Lebanon,Yes,No,No
Lesotho,Yes,Answer/report not provided,No
Libyan Arab Jamahiriya,Yes,Yes,Answer/report not provided
Lithuania,Yes,Yes,Yes
Luxembourg,No,No,No
Madagascar,No,No,No
Malaysia,No,No,No
Maldives,No,Answer/report not provided,Answer/report not provided
Mali,No,No,Answer/report not provided
Malta,Yes,Yes,Yes
Marshall Islands,Yes,Yes,No
Mauritania,No,Answer/report not provided,Answer/report not provided
Mauritius,Yes,Yes,Yes
Mexico,Yes,Yes,Yes
Micronesia (Federated States of),No,No,Answer/report not provided
Mongolia,No,Yes,Yes
Montenegro,Yes,Yes,Yes
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Yes
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,Yes,Answer/report not provided
Netherlands,Yes,Yes,Yes
New Zealand,Yes,Answer/report not provided,Yes
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,Yes,Answer/report not provided,Answer/report not provided
Niue,No,Answer/report not provided,No
Norway,Yes,Yes,Yes
Oman,Yes,Yes,Yes
Pakistan,No,No,Answer/report not provided
Palau,Yes,Yes,Answer/report not provided
Panama,Yes,Yes,Yes
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,No,No,Answer/report not provided
Philippines,Yes,Yes,Answer/report not provided
Poland,Yes,Yes,Answer/report not provided
Portugal,No,Yes,Yes
Qatar,No,No,Answer/report not provided
Republic of Korea,Yes,Yes,Yes
Republic of Moldova,Yes,No,Answer/report not provided
Romania,Yes,Answer/report not provided,Answer/report not provided
Russian Federation,No,No,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,No,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Yes,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,No,No
Sao Tome and Principe,No,No,Answer/report not provided
Saudi Arabia,No,No,Answer/report not provided
Senegal,No,No,Answer/report not provided
Serbia,Yes,Yes,Yes
Seychelles,Yes,Yes,Yes
Sierra Leone,No,No,Answer/report not provided
Singapore,No,No,Yes
Slovakia,Yes,Yes,Yes
Slovenia,Yes,Yes,Yes
Solomon Islands,Yes,No,No
South Africa,No,Yes,No
Spain,Answer/report not provided,Yes,Yes
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Yes,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sweden,Yes,Yes,Yes
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,No
Tajikistan,No,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,Yes,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Yes,Yes,No
Tonga,Yes,No,No
Trinidad and Tobago,Yes,No,No
Tunisia,No,No,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,No,Answer/report not provided,Answer/report not provided
Tuvalu,Yes,Yes,Answer/report not provided
Uganda,Yes,No,Answer/report not provided
Ukraine,No,Yes,Yes
United Arab Emirates,No,No,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,No,No,Answer/report not provided
Uruguay,Yes,Yes,Yes
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,No,Yes,Answer/report not provided
Venezuela,Yes,Yes,Answer/report not provided
Viet Nam,No,No,No
Yemen,Yes,Yes,Answer/report not provided
