Party,2014,2012,2010
Afghanistan,Answer/report not provided,No,Answer/report not provided
Albania,No,No,Answer/report not provided
Algeria,Answer/report not provided,No,No
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,No,No,No
Australia,No,No,No
Austria,No,No,Answer/report not provided
Azerbaijan,No,No,No
Bahamas,Yes,No,Answer/report not provided
Bahrain (Kingdom of),Yes,No,Answer/report not provided
Bangladesh,Yes,Yes,No
Barbados,No,No,Answer/report not provided
Belarus,No,No,No
Belgium,Yes,Yes,Yes
Belize,No,Answer/report not provided,Answer/report not provided
Benin,No,No,No
Bhutan,Yes,Yes,Yes
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,No,No,No
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,No,No,No
Burkina Faso,No,No,Answer/report not provided
Burundi,Answer/report not provided,No,Answer/report not provided
Cambodia,No,Yes,Yes
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,No,No,No
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,No,Yes,Answer/report not provided
China,Yes,Yes,Yes
Colombia,No,No,Answer/report not provided
Comoros,Answer/report not provided,No,Answer/report not provided
Congo,No,No,Answer/report not provided
Cook Islands,Yes,No,Yes
Costa Rica,No,No,Answer/report not provided
Côte d'Ivoire,No,No,Answer/report not provided
Croatia,No,Answer/report not provided,Answer/report not provided
Cyprus,Yes,Answer/report not provided,Answer/report not provided
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,No,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,No,Yes,No
Djibouti,No,No,Answer/report not provided
Ecuador,No,No,Answer/report not provided
Egypt,No,Answer/report not provided,Yes
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,Yes,Yes,Yes
Fiji,No,Yes,Answer/report not provided
Finland,Yes,Yes,Yes
France,No,Yes,Yes
Gabon,No,No,Answer/report not provided
Gambia,Yes,No,Answer/report not provided
Georgia,No,No,Answer/report not provided
Germany,Yes,Yes,Yes
Ghana,No,No,No
Greece,Yes,Yes,Answer/report not provided
Grenada,Yes,Answer/report not provided,Answer/report not provided
Guatemala,No,No,Answer/report not provided
Guyana,Answer/report not provided,No,No
Honduras,No,No,No
Hungary,Yes,No,Yes
Iceland,No,No,Answer/report not provided
India,Yes,Yes,Yes
Iran (Islamic Republic of),No,No,Answer/report not provided
Iraq,Yes,No,Answer/report not provided
Ireland,No,Answer/report not provided,No
Israel,Answer/report not provided,No,Answer/report not provided
Italy,No,No,Answer/report not provided
Jamaica,No,Answer/report not provided,Answer/report not provided
Japan,No,No,No
Jordan,Yes,No,Yes
Kazakhstan,No,No,Answer/report not provided
Kenya,Yes,Answer/report not provided,Yes
Kiribati,No,Answer/report not provided,Answer/report not provided
Kuwait,No,Yes,Yes
Kyrgyzstan,No,No,Answer/report not provided
Lao People's Democratic Republic,Yes,Answer/report not provided,Answer/report not provided
Latvia,No,No,No
Lebanon,No,No,No
Lesotho,No,No,No
Libyan Arab Jamahiriya,No,No,Answer/report not provided
Lithuania,No,No,No
Luxembourg,Yes,Yes,Answer/report not provided
Madagascar,No,No,No
Malaysia,No,No,No
Maldives,Yes,Answer/report not provided,Answer/report not provided
Mali,No,No,Answer/report not provided
Malta,Yes,Yes,Yes
Marshall Islands,Answer/report not provided,Yes,No
Mauritania,No,No,Answer/report not provided
Mauritius,No,No,No
Mexico,Answer/report not provided,No,No
Micronesia (Federated States of),No,No,Yes
Mongolia,Yes,Yes,Yes
Montenegro,Yes,Yes,Yes
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Yes
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,No,Answer/report not provided
Netherlands,No,No,No
New Zealand,No,No,No
