Party,2014,2012,2010
Afghanistan,Answer/report not provided,No,Answer/report not provided
Albania,No,No,Answer/report not provided
Algeria,No,No,Answer/report not provided
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,No,No,Answer/report not provided
Australia,Yes,Yes,Answer/report not provided
Austria,No,No,Answer/report not provided
Azerbaijan,No,No,Answer/report not provided
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,Answer/report not provided,No,Answer/report not provided
Barbados,Yes,Yes,Answer/report not provided
Belarus,Yes,Yes,Answer/report not provided
Belgium,No,No,Answer/report not provided
Belize,Yes,Answer/report not provided,Answer/report not provided
Benin,No,Answer/report not provided,Answer/report not provided
Bhutan,Yes,No,Answer/report not provided
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,No,No,No
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,Yes,Yes,Answer/report not provided
Burkina Faso,No,No,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,Yes,No,Answer/report not provided
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Answer/report not provided
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,No,Answer/report not provided
Chile,No,No,Answer/report not provided
China,No,Answer/report not provided,Answer/report not provided
Colombia,No,No,Answer/report not provided
Comoros,Answer/report not provided,No,No
Congo,No,No,Answer/report not provided
Cook Islands,Yes,No,Answer/report not provided
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,No,No,Answer/report not provided
Croatia,No,Answer/report not provided,Answer/report not provided
Cyprus,No,No,Answer/report not provided
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,No,No,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,No,Answer/report not provided
Djibouti,No,No,Answer/report not provided
Ecuador,No,No,Answer/report not provided
Egypt,No,Answer/report not provided,Answer/report not provided
El Salvador,Yes,Answer/report not provided,Answer/report not provided
Estonia,Yes,Yes,Answer/report not provided
European Union,No,No,Answer/report not provided
Fiji,No,No,Answer/report not provided
Finland,Yes,Yes,Answer/report not provided
France,Answer/report not provided,No,Answer/report not provided
Gabon,No,No,Answer/report not provided
Gambia,No,No,Answer/report not provided
Georgia,No,No,Answer/report not provided
Germany,Yes,Yes,Answer/report not provided
Ghana,No,No,Answer/report not provided
Greece,No,No,Answer/report not provided
Grenada,No,Answer/report not provided,Answer/report not provided
Guatemala,No,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,No,Answer/report not provided
Honduras,Yes,No,No
Hungary,No,No,Answer/report not provided
Iceland,Yes,Yes,Answer/report not provided
India,Yes,Yes,Answer/report not provided
Iran (Islamic Republic of),Yes,Yes,Answer/report not provided
Iraq,No,No,Answer/report not provided
Ireland,No,Yes,Answer/report not provided
Israel,Answer/report not provided,No,Answer/report not provided
Italy,Yes,Answer/report not provided,Answer/report not provided
Jamaica,No,Answer/report not provided,Answer/report not provided
Japan,Yes,No,Answer/report not provided
Jordan,Yes,Yes,Answer/report not provided
Kazakhstan,No,No,Answer/report not provided
Kenya,No,Answer/report not provided,Answer/report not provided
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,Yes,Yes,Yes
Kyrgyzstan,Yes,No,Answer/report not provided
Lao People's Democratic Republic,No,Answer/report not provided,Answer/report not provided
Latvia,No,No,Answer/report not provided
Lebanon,No,Answer/report not provided,Answer/report not provided
Lesotho,Yes,Answer/report not provided,Answer/report not provided
Libyan Arab Jamahiriya,No,No,Answer/report not provided
Lithuania,No,No,Answer/report not provided
Luxembourg,No,No,Answer/report not provided
Madagascar,No,No,Answer/report not provided
Malaysia,No,No,Answer/report not provided
Maldives,No,Answer/report not provided,Answer/report not provided
Mali,No,Answer/report not provided,Answer/report not provided
Malta,Yes,No,Answer/report not provided
Marshall Islands,No,Yes,Answer/report not provided
