Party,2014,2012,2010
Afghanistan,Answer/report not provided,Yes,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,Yes,Yes,Yes
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Australia,No,No,No
Austria,Yes,No,Answer/report not provided
Azerbaijan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahamas,No,Answer/report not provided,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,Yes,Yes,Yes
Barbados,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belarus,No,No,No
Belgium,Yes,No,No
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,Yes,Yes,Yes
Bhutan,No,No,Answer/report not provided
Bolivia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,No,No,No
Brunei Darussalam,Yes,Answer/report not provided,Answer/report not provided
Bulgaria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Burkina Faso,Yes,No,Answer/report not provided
Burundi,Answer/report not provided,Yes,Answer/report not provided
Cambodia,Yes,Answer/report not provided,Answer/report not provided
Cameroon,Yes,Answer/report not provided,Answer/report not provided
Canada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,No,Answer/report not provided,Answer/report not provided
China,Answer/report not provided,Answer/report not provided,Answer/report not provided
Colombia,Yes,Yes,Answer/report not provided
Comoros,Answer/report not provided,Yes,No
Congo,No,Answer/report not provided,Answer/report not provided
Cook Islands,Yes,Yes,No
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,Answer/report not provided,Answer/report not provided,Answer/report not provided
Croatia,Yes,Answer/report not provided,Answer/report not provided
Cyprus,Yes,Yes,Yes
Czech Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,No,No,No
Djibouti,Yes,Yes,Answer/report not provided
Ecuador,Answer/report not provided,Answer/report not provided,Answer/report not provided
Egypt,Yes,Answer/report not provided,Yes
El Salvador,Answer/report not provided,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,No,No,No
Fiji,No,No,Answer/report not provided
Finland,Yes,Yes,Answer/report not provided
France,Yes,Yes,Yes
Gabon,Yes,Answer/report not provided,Answer/report not provided
Gambia,Yes,Yes,Answer/report not provided
Georgia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Germany,No,No,No
Ghana,Yes,Answer/report not provided,Yes
Greece,Yes,Yes,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,No,Answer/report not provided
Guyana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Honduras,Yes,Yes,Yes
Hungary,No,No,Answer/report not provided
Iceland,Yes,No,Answer/report not provided
India,No,No,Answer/report not provided
Iran (Islamic Republic of),Yes,Yes,Answer/report not provided
Iraq,Yes,Answer/report not provided,Answer/report not provided
Ireland,No,No,No
Israel,Answer/report not provided,Answer/report not provided,Answer/report not provided
Italy,No,No,Answer/report not provided
Jamaica,Answer/report not provided,Answer/report not provided,Answer/report not provided
Japan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Jordan,Yes,Yes,Yes
Kazakhstan,Answer/report not provided,No,Answer/report not provided
Kenya,Yes,Answer/report not provided,Yes
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,Yes,Yes,Yes
Kyrgyzstan,No,Yes,Answer/report not provided
Lao People's Democratic Republic,No,Answer/report not provided,Answer/report not provided
Latvia,No,No,Answer/report not provided
Lebanon,Yes,Answer/report not provided,Answer/report not provided
Lesotho,Answer/report not provided,Answer/report not provided,Answer/report not provided
Libyan Arab Jamahiriya,Answer/report not provided,Yes,Answer/report not provided
Lithuania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Luxembourg,Yes,Yes,Yes
Madagascar,No,Yes,Yes
Malaysia,No,No,No
Maldives,Yes,Answer/report not provided,Answer/report not provided
Mali,Yes,Yes,Answer/report not provided
Malta,Yes,Yes,Yes
Marshall Islands,Answer/report not provided,Answer/report not provided,Yes
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,Yes,Yes,Yes
Mexico,Answer/report not provided,Answer/report not provided,Answer/report not provided
Micronesia (Federated States of),Yes,Yes,Yes
Mongolia,Yes,Yes,Yes
Montenegro,Yes,Yes,Yes
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Yes
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,Yes,Answer/report not provided
Netherlands,Answer/report not provided,Answer/report not provided,Answer/report not provided
New Zealand,No,No,Answer/report not provided
Niger,Answer/report not provided,Yes,Answer/report not provided
Nigeria,Yes,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,Yes,No,No
