Party,2014,2012,2010
Afghanistan,Answer/report not provided,No,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,No,Yes,No
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,Yes,No,No
Australia,Yes,Yes,Answer/report not provided
Austria,No,No,Answer/report not provided
Azerbaijan,No,Yes,Yes
Bahamas,No,Yes,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,Yes,Yes,Yes
Barbados,Yes,Yes,Answer/report not provided
Belarus,Yes,Yes,Yes
Belgium,Yes,No,No
Belize,No,Answer/report not provided,Answer/report not provided
Benin,Yes,No,No
Bhutan,Yes,Yes,Yes
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,No,Yes,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,No,No,No
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,Answer/report not provided,Yes,Yes
Burkina Faso,Yes,Yes,Answer/report not provided
Burundi,Answer/report not provided,Yes,Answer/report not provided
Cambodia,No,No,No
Cameroon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Yes
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,Yes,Yes,Answer/report not provided
China,Yes,Yes,Yes
Colombia,No,Yes,Answer/report not provided
Comoros,Answer/report not provided,Yes,No
Congo,No,No,Answer/report not provided
Cook Islands,Yes,Yes,Yes
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,Yes,No,Answer/report not provided
Croatia,Yes,No,Answer/report not provided
Cyprus,No,No,No
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,No,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,Yes,Yes
Djibouti,Yes,No,Answer/report not provided
Ecuador,No,Yes,Answer/report not provided
Egypt,Yes,Yes,No
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,Yes,Yes,Yes
Fiji,No,No,Answer/report not provided
Finland,Yes,Yes,Answer/report not provided
France,Answer/report not provided,No,No
Gabon,No,No,Answer/report not provided
Gambia,Yes,No,Answer/report not provided
Georgia,Yes,Yes,Answer/report not provided
Germany,No,No,Answer/report not provided
Ghana,Yes,Yes,Answer/report not provided
Greece,Yes,Yes,Answer/report not provided
Grenada,No,Answer/report not provided,Answer/report not provided
Guatemala,No,No,Answer/report not provided
Guyana,Answer/report not provided,No,No
Honduras,Yes,No,No
Hungary,No,No,No
Iceland,No,No,Answer/report not provided
India,Yes,Yes,Yes
Iran (Islamic Republic of),Yes,Yes,Answer/report not provided
Iraq,Yes,Yes,Answer/report not provided
Ireland,Yes,Yes,Yes
Israel,Answer/report not provided,Yes,Answer/report not provided
Italy,No,Answer/report not provided,Answer/report not provided
Jamaica,Yes,Answer/report not provided,Answer/report not provided
Japan,Yes,Yes,Yes
Jordan,Yes,Yes,Yes
Kazakhstan,Yes,Yes,Answer/report not provided
Kenya,Yes,Answer/report not provided,Yes
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,Yes,Yes,Yes
Kyrgyzstan,Yes,Yes,Answer/report not provided
Lao People's Democratic Republic,No,No,Answer/report not provided
Latvia,No,Yes,Yes
Lebanon,Yes,No,No
Lesotho,No,No,No
Libyan Arab Jamahiriya,Yes,Yes,Answer/report not provided
Lithuania,No,No,No
Luxembourg,No,No,No
Madagascar,Yes,Yes,Yes
Malaysia,Yes,Yes,No
Maldives,Yes,Answer/report not provided,Answer/report not provided
Mali,Yes,Yes,Answer/report not provided
Malta,No,No,No
Marshall Islands,Yes,No,Yes
Mauritania,Answer/report not provided,No,Answer/report not provided
Mauritius,Yes,Yes,Yes
Mexico,Yes,Yes,Yes
Micronesia (Federated States of),Yes,Yes,Yes
Mongolia,No,Yes,Yes
Montenegro,No,No,No
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Yes
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,Yes,Answer/report not provided
Netherlands,No,No,No
New Zealand,Yes,Yes,Yes
Niger,Answer/report not provided,Yes,Answer/report not provided
Nigeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niue,No,Answer/report not provided,No
Norway,No,No,No
Oman,No,Yes,No
Pakistan,Yes,Yes,Answer/report not provided
Palau,Yes,Yes,Yes
Panama,Yes,Yes,Yes
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,No,No,Answer/report not provided
Philippines,Answer/report not provided,Yes,Answer/report not provided
Poland,No,No,Answer/report not provided
Portugal,No,No,No
Qatar,Yes,Yes,Yes
Republic of Korea,Yes,Yes,Yes
Republic of Moldova,Yes,Yes,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,No,No,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,No,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,No,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Yes,Yes,Yes
Sao Tome and Principe,No,No,Answer/report not provided
Saudi Arabia,No,No,Answer/report not provided
Senegal,No,No,Answer/report not provided
Serbia,No,No,No
Seychelles,Yes,Yes,Yes
Sierra Leone,No,No,Answer/report not provided
Singapore,Yes,Yes,No
Slovakia,No,No,No
Slovenia,No,Yes,Yes
Solomon Islands,No,Yes,Yes
South Africa,Yes,No,No
Spain,Yes,Yes,Yes
Sri Lanka,Answer/report not provided,No,Answer/report not provided
Sudan,Answer/report not provided,Yes,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,Yes,Answer/report not provided
Sweden,No,No,No
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Yes
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,Yes,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Yes,Yes,Yes
Tonga,Yes,Yes,Yes
Trinidad and Tobago,Yes,No,No
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,Yes,Answer/report not provided,Answer/report not provided
Tuvalu,Yes,Yes,Answer/report not provided
Uganda,Yes,No,Answer/report not provided
Ukraine,Yes,No,No
United Arab Emirates,Yes,Answer/report not provided,Answer/report not provided
United Kingdom,Yes,Yes,No
United Republic of Tanzania,No,No,Answer/report not provided
Uruguay,No,No,No
Uzbekistan,Yes,Answer/report not provided,Answer/report not provided
Vanuatu,No,No,Answer/report not provided
Venezuela,Yes,Yes,Answer/report not provided
Viet Nam,No,Yes,Yes
Yemen,Yes,Yes,Answer/report not provided
