Party,2014,2012,2010
Afghanistan,The law indicated the protection of the environment and the health of the personal will be strictly considered to be safe,no progress,Answer/report not provided
Albania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Algeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Antigua and Barbuda,This Article of the FCTC is embodied in our draft legislation of which we are currently awaiting legal processing,Answer/report not provided,Answer/report not provided
Armenia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Australia,Commercial tobacco farming no longer occurs in Australia. Three tobacco manufacturing companies operate in Australia. The Commonwealth and state and territory governments have environmental and occupational health and safety legislation. regulation and policies in place to protect the environment and the health of persons in relation to the environment. Tobacco manufacturers are subject to these requirements.,Commercial tobacco farming no longer occurs in Australia. Three tobacco manufacturing companies operate in Australia. The Commonwealth and State and Territory governments have environmental and occupational health and safety legislation regulation and policies in place to protect the environment and the health of persons in relation to the environment. Tobacco manufacturers are subject to these requirements.,Not applicable
Austria,Answer/report not provided,The last remaining tobacco manufacturing site within Austrian territory (Austria Tabak in Hainburg) closed down in December 2011;,Answer/report not provided
Azerbaijan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahamas,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahrain (Kingdom of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Bangladesh,Answer/report not provided,Answer/report not provided,Answer/report not provided
Barbados,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belarus,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belgium,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bhutan,The law provides that no person in the country shall cultivate harvest or manufacture tobacco or tobacco products,The law provides no person in the country to cultivate or harvest tobacco.,The law provides no person in the country to cultivate or harvest tobacco.
Bolivia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bosnia and Herzegovina,Answer/report not provided,Answer/report not provided,Answer/report not provided
Botswana,Answer/report not provided,manufacturers are inspected routinley to ensure that they meet the set standards of protecting the environment and the eployees.,Answer/report not provided
Brazil,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brunei Darussalam,Answer/report not provided,Answer/report not provided,Answer/report not provided
