Party,2014,2012,2010
Afghanistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Albania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Algeria,Answer/report not provided,17,17
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Australia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Austria,77.15,Answer/report not provided,Answer/report not provided
Azerbaijan,30.5,30.5,30.5
Bahamas,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahrain (Kingdom of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Bangladesh,Answer/report not provided,51,Answer/report not provided
Barbados,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belarus,Answer/report not provided,Answer/report not provided,no figure provided
Belgium,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belize,21.2,Answer/report not provided,Answer/report not provided
Benin,45,76.5,Answer/report not provided
Bhutan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bosnia and Herzegovina,73,Answer/report not provided,Answer/report not provided
Botswana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brazil,Answer/report not provided,60,60
Brunei Darussalam,Answer/report not provided,67.57,Answer/report not provided
Bulgaria,80,86.64,86.64
Burkina Faso,55,38,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Canada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,33,Answer/report not provided
Chile,83,75,Answer/report not provided
China,Answer/report not provided,60,60
Colombia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Comoros,Answer/report not provided,Answer/report not provided,Answer/report not provided
Congo,32,32,Answer/report not provided
Cook Islands,38.1,Answer/report not provided,Answer/report not provided
Costa Rica,Answer/report not provided,Answer/report not provided,Answer/report not provided
Côte d'Ivoire,Answer/report not provided,Answer/report not provided,Answer/report not provided
Croatia,79.68,Answer/report not provided,Answer/report not provided
Cyprus,Answer/report not provided,Answer/report not provided,Answer/report not provided
Czech Republic,77.87,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Answer/report not provided,Answer/report not provided,74.84
Djibouti,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ecuador,Answer/report not provided,Answer/report not provided,Answer/report not provided
Egypt,Answer/report not provided,Answer/report not provided,Answer/report not provided
El Salvador,Answer/report not provided,Answer/report not provided,Answer/report not provided
Estonia,Answer/report not provided,84.38,Answer/report not provided
European Union,Answer/report not provided,Answer/report not provided,Answer/report not provided
Fiji,Answer/report not provided,Answer/report not provided,Answer/report not provided
Finland,80,80,77
France,80,80.64,80.39
Gabon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Gambia,Answer/report not provided,66,Answer/report not provided
Georgia,Answer/report not provided,68,Answer/report not provided
Germany,Answer/report not provided,Answer/report not provided,76
Ghana,88,Answer/report not provided,Answer/report not provided
Greece,Answer/report not provided,83.7,Answer/report not provided
Grenada,73,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,57,Answer/report not provided
Guyana,Answer/report not provided,27,27
