Party,2014,2012,2010
Afghanistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Albania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Algeria,Yes,Answer/report not provided,Yes
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,Yes,Yes,Yes
Australia,Yes,Yes,Yes
Austria,Yes,Yes,Answer/report not provided
Azerbaijan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahamas,Yes,Yes,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,No,Answer/report not provided,Answer/report not provided
Barbados,Yes,Yes,Answer/report not provided
Belarus,Yes,Yes,Yes
Belgium,Yes,Yes,Yes
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,Yes,No,Answer/report not provided
Bhutan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,Yes,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,Yes,Yes,Yes
Brunei Darussalam,Yes,Yes,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,Yes,No,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,No,Answer/report not provided,Answer/report not provided
Cameroon,Yes,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Yes
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,Yes,Yes,Answer/report not provided
China,Yes,Yes,Yes
Colombia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Comoros,Answer/report not provided,Answer/report not provided,Answer/report not provided
Congo,Yes,Yes,Answer/report not provided
Cook Islands,Yes,Answer/report not provided,No
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,Yes,Answer/report not provided,Answer/report not provided
Croatia,Yes,Answer/report not provided,Answer/report not provided
Cyprus,Yes,Yes,Yes
Czech Republic,Yes,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Yes,Yes,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,Yes,Yes
Djibouti,Yes,Yes,Answer/report not provided
Ecuador,No,No,Answer/report not provided
Egypt,Answer/report not provided,Answer/report not provided,Answer/report not provided
El Salvador,Yes,Answer/report not provided,Answer/report not provided
Estonia,Yes,Yes,Answer/report not provided
European Union,Answer/report not provided,Answer/report not provided,Answer/report not provided
Fiji,Yes,Yes,Answer/report not provided
Finland,Yes,Yes,Yes
France,Yes,Yes,Yes
Gabon,Answer/report not provided,Yes,Answer/report not provided
Gambia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Georgia,No,No,Answer/report not provided
Germany,Yes,Answer/report not provided,Answer/report not provided
Ghana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Greece,Yes,Yes,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,Yes,Yes,Answer/report not provided
Guyana,Answer/report not provided,No,No
Honduras,Answer/report not provided,No,No
Hungary,Yes,Yes,Yes
Iceland,Yes,Yes,Answer/report not provided
India,Yes,Yes,Yes
Iran (Islamic Republic of),Yes,Yes,Answer/report not provided
Iraq,Yes,Answer/report not provided,Answer/report not provided
Ireland,Yes,Yes,Yes
Israel,Answer/report not provided,Yes,Answer/report not provided
Italy,Yes,Yes,Answer/report not provided
