Party,2014,2012,2010
Afghanistan,No,No,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,No,Yes,Yes
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,No,No,Yes
Australia,Yes,Yes,Yes
Austria,Yes,Yes,Answer/report not provided
Azerbaijan,No,No,No
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,No,No,No
Barbados,No,No,Answer/report not provided
Belarus,Yes,Yes,Yes
Belgium,Yes,No,No
Belize,No,Answer/report not provided,Answer/report not provided
Benin,No,No,No
Bhutan,Yes,Yes,Yes
Bolivia,Answer/report not provided,Yes,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,Yes,Yes,Yes
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,Yes,Yes,Answer/report not provided
Burundi,Answer/report not provided,No,Answer/report not provided
Cambodia,No,No,No
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Yes
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,No,Answer/report not provided
Chile,Yes,No,Answer/report not provided
China,No,No,No
Colombia,No,No,Answer/report not provided
Comoros,Answer/report not provided,Yes,No
Congo,Yes,No,Answer/report not provided
Cook Islands,Yes,Yes,Yes
Costa Rica,No,Yes,Answer/report not provided
Côte d'Ivoire,No,No,Answer/report not provided
Croatia,Yes,No,Answer/report not provided
Cyprus,Yes,Yes,Yes
Czech Republic,Yes,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Yes,Yes,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,No,Yes
Djibouti,Yes,Yes,Answer/report not provided
Ecuador,Yes,Yes,Answer/report not provided
Egypt,No,No,Yes
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,Yes,Yes,Answer/report not provided
European Union,Yes,Yes,Yes
Fiji,No,No,Answer/report not provided
Finland,Yes,No,Yes
France,Yes,Yes,Yes
Gabon,No,No,Answer/report not provided
Gambia,No,No,Answer/report not provided
Georgia,No,No,Answer/report not provided
Germany,Yes,Yes,Yes
Ghana,Yes,No,Yes
Greece,Yes,Yes,Answer/report not provided
Grenada,No,Answer/report not provided,Answer/report not provided
