Party,2014,2012,2010
Afghanistan,Yes,Yes,Answer/report not provided
Albania,No,No,Answer/report not provided
Algeria,Yes,Yes,Answer/report not provided
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,Yes,No,Answer/report not provided
Australia,Yes,Yes,Answer/report not provided
Austria,Yes,Yes,Answer/report not provided
Azerbaijan,Yes,Answer/report not provided,Answer/report not provided
Bahamas,Yes,Yes,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,Yes,Yes,Answer/report not provided
Barbados,No,Answer/report not provided,Answer/report not provided
Belarus,Yes,Yes,Answer/report not provided
Belgium,No,No,Answer/report not provided
Belize,Yes,Answer/report not provided,Answer/report not provided
Benin,Yes,Answer/report not provided,Answer/report not provided
Bhutan,Yes,Yes,Answer/report not provided
Bolivia,Answer/report not provided,Yes,Answer/report not provided
Bosnia and Herzegovina,No,Yes,Answer/report not provided
Botswana,Answer/report not provided,No,Answer/report not provided
Brazil,Yes,Answer/report not provided,Answer/report not provided
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,No,Yes,Answer/report not provided
Burkina Faso,Yes,Yes,Answer/report not provided
Burundi,Answer/report not provided,Yes,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,Yes,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Answer/report not provided
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,No,Answer/report not provided
Chile,Yes,Yes,Answer/report not provided
China,Yes,Answer/report not provided,Answer/report not provided
Colombia,Yes,No,Answer/report not provided
Comoros,Answer/report not provided,Yes,No
Congo,Yes,No,Answer/report not provided
Cook Islands,No,Yes,Answer/report not provided
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,Yes,Yes,Answer/report not provided
Croatia,No,Answer/report not provided,Answer/report not provided
Cyprus,Yes,Answer/report not provided,Answer/report not provided
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Yes,Yes,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,No,No,Answer/report not provided
Djibouti,Yes,No,Answer/report not provided
Ecuador,Yes,Yes,Answer/report not provided
Egypt,No,Answer/report not provided,Answer/report not provided
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,Yes,Yes,Answer/report not provided
European Union,No,No,Answer/report not provided
Fiji,No,Yes,Answer/report not provided
Finland,No,No,Answer/report not provided
France,No,No,Answer/report not provided
Gabon,No,Yes,Answer/report not provided
Gambia,No,No,Answer/report not provided
Georgia,No,Yes,Answer/report not provided
Germany,No,No,Answer/report not provided
Ghana,Yes,Yes,Answer/report not provided
Greece,Yes,No,Answer/report not provided
Grenada,Yes,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,Yes,Answer/report not provided
Honduras,No,No,No
Hungary,No,No,Answer/report not provided
Iceland,No,No,Answer/report not provided
India,Yes,Answer/report not provided,Answer/report not provided
Iran (Islamic Republic of),Yes,Yes,Answer/report not provided
Iraq,No,Yes,Answer/report not provided
Ireland,No,No,Answer/report not provided
Israel,Answer/report not provided,No,Answer/report not provided
Italy,No,Answer/report not provided,Answer/report not provided
Jamaica,No,Answer/report not provided,Answer/report not provided
Japan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Jordan,Yes,Yes,Answer/report not provided
Kazakhstan,Yes,Yes,Answer/report not provided
Kenya,No,Answer/report not provided,Answer/report not provided
