Party,2014,2012,2010
Afghanistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Albania,Full,Full,Answer/report not provided
Algeria,None,None,Answer/report not provided
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,Full,Full,Full
Australia,Partially,Partially,Partially
Austria,Partially,Partially,Answer/report not provided
Azerbaijan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahamas,Full,Partially,Answer/report not provided
Bahrain (Kingdom of),Full,Full,Answer/report not provided
Bangladesh,Answer/report not provided,None,Answer/report not provided
Barbados,None,None,Answer/report not provided
Belarus,Full,Full,Full
Belgium,Partially,Partially,Partially
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,None,None,None
Bhutan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,None,Answer/report not provided
Bosnia and Herzegovina,Full,Partially,Answer/report not provided
Botswana,Answer/report not provided,Full,Answer/report not provided
Brazil,Full,Full,Full
Brunei Darussalam,Full,Full,Answer/report not provided
Bulgaria,Partially,Partially,Partially
Burkina Faso,None,None,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,None,Answer/report not provided,Answer/report not provided
Canada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Central African Republic,Answer/report not provided,Partially,Answer/report not provided
Chad,Answer/report not provided,None,Answer/report not provided
Chile,Answer/report not provided,Answer/report not provided,Answer/report not provided
China,Partially,Answer/report not provided,Answer/report not provided
Colombia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Comoros,Answer/report not provided,Answer/report not provided,Answer/report not provided
Congo,None,None,Answer/report not provided
Cook Islands,Full,None,Partially
Costa Rica,None,Answer/report not provided,Answer/report not provided
Côte d'Ivoire,None,Answer/report not provided,Answer/report not provided
Croatia,Full,Answer/report not provided,Answer/report not provided
Cyprus,Answer/report not provided,Answer/report not provided,Answer/report not provided
Czech Republic,None,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Full,Full,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,None,Full,Full
Djibouti,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ecuador,Partially,Answer/report not provided,Answer/report not provided
Egypt,None,Answer/report not provided,None
El Salvador,None,Answer/report not provided,Answer/report not provided
Estonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
European Union,Answer/report not provided,Answer/report not provided,Answer/report not provided
Fiji,Partially,Full,Answer/report not provided
Finland,Partially,Partially,Partially
France,Partially,Partially,Partially
Gabon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Gambia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Georgia,Partially,Answer/report not provided,Answer/report not provided
Germany,Partially,Partially,Partially
Ghana,Answer/report not provided,None,None
Greece,Partially,Partially,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,Full,Full
Honduras,Full,Full,Full
Hungary,Full,Full,Full
Iceland,Answer/report not provided,Answer/report not provided,Answer/report not provided
India,Full,Full,Full
Iran (Islamic Republic of),Partially,Full,Answer/report not provided
Iraq,None,Answer/report not provided,Answer/report not provided
Ireland,Full,Full,Full
Israel,Answer/report not provided,Full,Answer/report not provided
Italy,Full,Full,Answer/report not provided
Jamaica,Full,Answer/report not provided,Answer/report not provided
Japan,Partially,Partially,Partially
Jordan,Full,Full,Full
Kazakhstan,Full,Full,Answer/report not provided
Kenya,Partially,Answer/report not provided,None
Kiribati,Partially,Answer/report not provided,Answer/report not provided
Kuwait,Partially,Full,Full
Kyrgyzstan,Partially,Full,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Latvia,Partially,Partially,Partially
Lebanon,None,Answer/report not provided,Answer/report not provided
Lesotho,None,Answer/report not provided,Full
Libyan Arab Jamahiriya,None,None,Answer/report not provided
Lithuania,Full,Full,Full
Luxembourg,Partially,Partially,Partially
Madagascar,Answer/report not provided,Answer/report not provided,Answer/report not provided
