Party,2014,2012,2010
Afghanistan,Answer/report not provided,Yes,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,No,No,Yes
Antigua and Barbuda,No,Yes,Answer/report not provided
Armenia,Yes,Yes,Yes
Australia,Yes,Yes,No
Austria,Yes,Yes,Answer/report not provided
Azerbaijan,Yes,Answer/report not provided,Answer/report not provided
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,Yes,Yes,No
Barbados,No,No,Answer/report not provided
Belarus,Yes,Yes,Yes
Belgium,Yes,No,No
Belize,Yes,Answer/report not provided,Answer/report not provided
Benin,Yes,Yes,Yes
Bhutan,Yes,Yes,Yes
Bolivia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,Yes,Yes,Yes
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,No,Answer/report not provided,Answer/report not provided
Burundi,Answer/report not provided,No,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,Yes,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Yes
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,Yes,Yes,Answer/report not provided
China,Yes,Yes,Yes
Colombia,Yes,No,Answer/report not provided
Comoros,Answer/report not provided,No,Answer/report not provided
Congo,No,No,Answer/report not provided
Cook Islands,Yes,Yes,Yes
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,Yes,Yes,Answer/report not provided
Croatia,Yes,Answer/report not provided,Answer/report not provided
Cyprus,No,No,No
Czech Republic,Yes,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,Yes,Yes
Djibouti,No,Yes,Answer/report not provided
Ecuador,Yes,Yes,Answer/report not provided
Egypt,Yes,Yes,No
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,Yes,Yes,Yes
Fiji,Yes,Yes,Answer/report not provided
Finland,Yes,Yes,Yes
France,Yes,Yes,Yes
Gabon,Yes,Yes,Answer/report not provided
Gambia,Yes,Yes,Answer/report not provided
Georgia,No,Answer/report not provided,Answer/report not provided
Germany,Yes,Yes,Yes
Ghana,Yes,Yes,Answer/report not provided
Greece,Yes,Yes,Answer/report not provided
Grenada,No,Answer/report not provided,Answer/report not provided
Guatemala,Yes,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,Yes,Yes
Honduras,Yes,No,No
Hungary,No,No,No
Iceland,Yes,Yes,Answer/report not provided
India,Yes,Yes,Yes
Iran (Islamic Republic of),Yes,Yes,Answer/report not provided
Iraq,Yes,Yes,Answer/report not provided
Ireland,No,No,No
Israel,Answer/report not provided,Answer/report not provided,Answer/report not provided
Italy,Yes,Yes,Answer/report not provided
Jamaica,Yes,Answer/report not provided,Answer/report not provided
Japan,Yes,Yes,Yes
Jordan,Yes,Yes,Yes
Kazakhstan,No,No,Answer/report not provided
Kenya,Yes,Answer/report not provided,Yes
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,Yes,Yes,Yes
Kyrgyzstan,Yes,Yes,Answer/report not provided
Lao People's Democratic Republic,No,Answer/report not provided,Answer/report not provided
Latvia,No,No,No
Lebanon,Yes,Yes,Yes
Lesotho,Yes,No,No
Libyan Arab Jamahiriya,Yes,Yes,Answer/report not provided
Lithuania,Yes,Yes,Yes
Luxembourg,Yes,Yes,Yes
Madagascar,No,Yes,Yes
Malaysia,Yes,Yes,Yes
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,Yes,Yes,Answer/report not provided
Malta,Yes,No,Answer/report not provided
Marshall Islands,Yes,Yes,Yes
Mauritania,Answer/report not provided,Yes,Answer/report not provided
Mauritius,Yes,Yes,Yes
Mexico,Yes,No,No
Micronesia (Federated States of),Yes,Yes,Yes
Mongolia,Answer/report not provided,Yes,Yes
Montenegro,No,No,No
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Yes
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,Yes,Answer/report not provided
Netherlands,No,No,No
New Zealand,Yes,Yes,Yes
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,No,Answer/report not provided,Answer/report not provided
Niue,Yes,Answer/report not provided,Yes
Norway,Yes,Yes,Yes
Oman,No,No,No
Pakistan,Yes,Yes,Answer/report not provided
Palau,Yes,Yes,Yes
Panama,Yes,Yes,No
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,Yes,Yes,Answer/report not provided
Peru,No,No,Answer/report not provided
Philippines,Yes,Yes,Answer/report not provided
Poland,Yes,Yes,Answer/report not provided
Portugal,Yes,Yes,Yes
Qatar,Yes,Yes,Answer/report not provided
Republic of Korea,Yes,Yes,Yes
Republic of Moldova,Yes,Yes,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
