Party,2014,2012,2010
Afghanistan,Answer/report not provided,No,Answer/report not provided
Albania,No,No,Answer/report not provided
Algeria,No,No,Yes
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,No,No,No
Australia,Yes,Yes,Yes
Austria,No,No,Answer/report not provided
Azerbaijan,No,No,No
Bahamas,Yes,Yes,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,Answer/report not provided,No,No
Barbados,Yes,Yes,Answer/report not provided
Belarus,Yes,Yes,Yes
Belgium,No,No,No
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,No,No,No
Bhutan,No,No,Answer/report not provided
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,No,No,No
Brunei Darussalam,Yes,No,Answer/report not provided
Bulgaria,Yes,No,No
Burkina Faso,No,No,Answer/report not provided
Burundi,Answer/report not provided,No,Answer/report not provided
Cambodia,No,No,No
Cameroon,Yes,Answer/report not provided,Answer/report not provided
Canada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,No,Answer/report not provided
Chile,No,No,Answer/report not provided
China,No,No,No
Colombia,No,Answer/report not provided,Answer/report not provided
Comoros,Answer/report not provided,No,No
Congo,No,No,Answer/report not provided
Cook Islands,Yes,No,Yes
Costa Rica,No,Answer/report not provided,Answer/report not provided
Côte d'Ivoire,No,No,Answer/report not provided
Croatia,No,Answer/report not provided,Answer/report not provided
Cyprus,No,No,No
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Yes,No,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,No,No,No
Djibouti,No,Answer/report not provided,Answer/report not provided
Ecuador,No,No,Answer/report not provided
Egypt,No,No,Yes
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,No,No,No
Fiji,No,Yes,Answer/report not provided
Finland,Yes,Yes,Yes
France,Yes,Yes,Yes
Gabon,No,No,Answer/report not provided
Gambia,No,No,Answer/report not provided
Georgia,No,No,Answer/report not provided
Germany,No,No,No
Ghana,No,No,No
Greece,Yes,Yes,Answer/report not provided
Grenada,No,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,No,Answer/report not provided
Guyana,Answer/report not provided,No,No
Honduras,Yes,No,No
Hungary,Yes,Yes,Yes
Iceland,Yes,Yes,Answer/report not provided
India,No,Yes,Yes
Iran (Islamic Republic of),No,Yes,Answer/report not provided
Iraq,No,No,Answer/report not provided
Ireland,Yes,No,No
Israel,Answer/report not provided,No,Answer/report not provided
Italy,Yes,Yes,Answer/report not provided
Jamaica,No,Answer/report not provided,Answer/report not provided
Japan,No,No,No
Jordan,No,No,No
Kazakhstan,No,No,Answer/report not provided
Kenya,No,Answer/report not provided,No
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,No,No,No
Kyrgyzstan,Yes,Yes,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Latvia,Yes,Yes,Yes
Lebanon,No,No,No
Lesotho,Yes,Answer/report not provided,Yes
Libyan Arab Jamahiriya,No,No,Answer/report not provided
Lithuania,Yes,Yes,Yes
Luxembourg,Yes,Yes,Yes
Madagascar,Answer/report not provided,Answer/report not provided,No
Malaysia,Yes,No,No
Maldives,No,Answer/report not provided,Answer/report not provided
Mali,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malta,No,No,No
Marshall Islands,Answer/report not provided,No,Yes
Mauritania,Answer/report not provided,No,Answer/report not provided
Mauritius,No,No,No
Mexico,Yes,No,No
Micronesia (Federated States of),No,No,Answer/report not provided
Mongolia,No,Yes,Yes
Montenegro,No,No,No
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,No,No
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
