Party,2014,2012,2010
Afghanistan,Answer/report not provided,Indicator not used,Indicator not used
Albania,No,Indicator not used,Indicator not used
Algeria,No,Indicator not used,Indicator not used
Antigua and Barbuda,No,Indicator not used,Indicator not used
Armenia,Yes,Indicator not used,Indicator not used
Australia,Yes,Indicator not used,Indicator not used
Austria,No,Indicator not used,Indicator not used
Azerbaijan,No,Indicator not used,Indicator not used
Bahamas,Answer/report not provided,Indicator not used,Indicator not used
Bahrain (Kingdom of),Yes,Indicator not used,Indicator not used
Bangladesh,Answer/report not provided,Indicator not used,Indicator not used
Barbados,Not applicable,Indicator not used,Indicator not used
Belarus,No,Indicator not used,Indicator not used
Belgium,Yes,Indicator not used,Indicator not used
Belize,Not applicable,Indicator not used,Indicator not used
Benin,No,Indicator not used,Indicator not used
Bhutan,Yes,Indicator not used,Indicator not used
Bolivia,Answer/report not provided,Indicator not used,Indicator not used
Bosnia and Herzegovina,No,Indicator not used,Indicator not used
Botswana,Answer/report not provided,Indicator not used,Indicator not used
Brazil,Yes,Indicator not used,Indicator not used
Brunei Darussalam,Yes,Indicator not used,Indicator not used
Bulgaria,No,Indicator not used,Indicator not used
Burkina Faso,Yes,Indicator not used,Indicator not used
Burundi,Answer/report not provided,Indicator not used,Indicator not used
Cambodia,Not applicable,Indicator not used,Indicator not used
Cameroon,Not applicable,Indicator not used,Indicator not used
Canada,Yes,Indicator not used,Indicator not used
Central African Republic,Answer/report not provided,Indicator not used,Indicator not used
Chad,Answer/report not provided,Indicator not used,Indicator not used
Chile,No,Indicator not used,Indicator not used
China,No,Indicator not used,Indicator not used
Colombia,No,Indicator not used,Indicator not used
Comoros,Answer/report not provided,Indicator not used,Indicator not used
Congo,No,Indicator not used,Indicator not used
Cook Islands,Yes,Indicator not used,Indicator not used
Costa Rica,Yes,Indicator not used,Indicator not used
Côte d'Ivoire,No,Indicator not used,Indicator not used
Croatia,Yes,Indicator not used,Indicator not used
Cyprus,No,Indicator not used,Indicator not used
Czech Republic,Yes,Indicator not used,Indicator not used
Democratic People's Republic of Korea,Answer/report not provided,Indicator not used,Indicator not used
Democratic Republic of the Congo,Answer/report not provided,Indicator not used,Indicator not used
Denmark,No,Indicator not used,Indicator not used
Djibouti,Answer/report not provided,Indicator not used,Indicator not used
Ecuador,No,Indicator not used,Indicator not used
Egypt,No,Indicator not used,Indicator not used
El Salvador,Answer/report not provided,Indicator not used,Indicator not used
Estonia,Yes,Indicator not used,Indicator not used
European Union,Answer/report not provided,Indicator not used,Indicator not used
Fiji,No,Indicator not used,Indicator not used
Finland,No,Indicator not used,Indicator not used
France,Yes,Indicator not used,Indicator not used
Gabon,No,Indicator not used,Indicator not used
Gambia,Yes,Indicator not used,Indicator not used
Georgia,No,Indicator not used,Indicator not used
Germany,No,Indicator not used,Indicator not used
Ghana,Yes,Indicator not used,Indicator not used
Greece,Answer/report not provided,Indicator not used,Indicator not used
Grenada,Not applicable,Indicator not used,Indicator not used
Guatemala,No,Indicator not used,Indicator not used
Guyana,Answer/report not provided,Indicator not used,Indicator not used
Honduras,Yes,Indicator not used,Indicator not used
Hungary,Not applicable,Indicator not used,Indicator not used
Iceland,No,Indicator not used,Indicator not used
India,No,Indicator not used,Indicator not used
Iran (Islamic Republic of),No,Indicator not used,Indicator not used
Iraq,No,Indicator not used,Indicator not used
Ireland,No,Indicator not used,Indicator not used
Israel,Answer/report not provided,Indicator not used,Indicator not used
Italy,No,Indicator not used,Indicator not used
Jamaica,No,Indicator not used,Indicator not used
Japan,No,Indicator not used,Indicator not used
