Party,2014,2012,2010
Afghanistan,Answer/report not provided,Indicator not used,Indicator not used
Albania,Answer/report not provided,Indicator not used,Indicator not used
Algeria,Answer/report not provided,Indicator not used,Indicator not used
Antigua and Barbuda,We are not of the view that our constitution precludes us from undertaking comprehensive bans on tobacco advertising. Absence of legislation however may more likely be the reason these bans are not yet in place.,Indicator not used,Indicator not used
Armenia,Answer/report not provided,Indicator not used,Indicator not used
Australia,Answer/report not provided,Indicator not used,Indicator not used
Austria,Answer/report not provided,Indicator not used,Indicator not used
Azerbaijan,Answer/report not provided,Indicator not used,Indicator not used
Bahamas,Answer/report not provided,Indicator not used,Indicator not used
Bahrain (Kingdom of),Answer/report not provided,Indicator not used,Indicator not used
Bangladesh,Answer/report not provided,Indicator not used,Indicator not used
Barbados,Answer/report not provided,Indicator not used,Indicator not used
Belarus,Answer/report not provided,Indicator not used,Indicator not used
Belgium,Answer/report not provided,Indicator not used,Indicator not used
Belize,Answer/report not provided,Indicator not used,Indicator not used
Benin,Notre législation anti-tabac actuelle a interdit la publicité globale dans les médias à l’exception de la publicité sur le matériel de vente ; ce qui a permis aux vendeurs de cigarettes d’intensifier la publicité sur les lieux de vente et sur les moyens roulants voitures et motos ; grâce aux directives de l’article 13 nous avons un nouveau projet de loi qui est en cours et qui prend en compte l’interdiction de la publicité dans les médias et sur les lieux de vente et sur le matériel roulant même si c’est un matériel de vente.,Indicator not used,Indicator not used
Bhutan,Answer/report not provided,Indicator not used,Indicator not used
Bolivia,Answer/report not provided,Indicator not used,Indicator not used
Bosnia and Herzegovina,Answer/report not provided,Indicator not used,Indicator not used
Botswana,Answer/report not provided,Indicator not used,Indicator not used
Brazil,Answer/report not provided,Indicator not used,Indicator not used
Brunei Darussalam,Answer/report not provided,Indicator not used,Indicator not used
Bulgaria,Answer/report not provided,Indicator not used,Indicator not used
Burkina Faso,Cependant la loi 040 portant lutte contre le tabac a émis des restrictions à l’interdiction globale avec des expressions du genre « à l’exception des espaces autorisés par les textes règlementaires ». Ce qui constitue une limite à l’interdiction globale.,Indicator not used,Indicator not used
Burundi,Answer/report not provided,Indicator not used,Indicator not used
Cambodia,Answer/report not provided,Indicator not used,Indicator not used
Cameroon,Answer/report not provided,Indicator not used,Indicator not used
Canada,Answer/report not provided,Indicator not used,Indicator not used
Central African Republic,Answer/report not provided,Indicator not used,Indicator not used
Chad,Answer/report not provided,Indicator not used,Indicator not used
Chile,"Durante la discusión del proyecto de reforma de la Ley de Tabaco que derivó en la aprobación de la Ley 20.660 que modifica la ley 19.419. las directrices del convenio marco fueron entregadas y utilizadas como mecanismo para dirimir discrepancias en las discusiones de la Comisión de Salud de la Cámara de Diputados. de la Comisión de Salud de la Cámara del Senado. como en las diversas comisiones que así lo requiriesen. Los defensores de la Nueva Ley de tabaco utilizaron las directrices entre sus argumentos a favor de una nueva legislación en sus presentaciones en sala. Las definiciones y acciones plasmadas en el artículo 3° de la ley fueron sacadas del Convenio y de las Directrices del Convenio Marco. 
Durante la discusión parlamentaria. la prohibición de publicidad fue discutido por la Comisión de Constitucionalidad del Senado quienes emitieron informe favorable basándose en el Convenio Marco como en las directrices del mismo.",Indicator not used,Indicator not used
China,Answer/report not provided,Indicator not used,Indicator not used
Colombia,Al igual que en el caso de las directrices del artículo 11. estas directrices han sido utilizadas para fortalecer los argumentos frente al retiro de las frases promocionales de las cajetillas en tanto constituyen una forma de promoción indirecta de los productos de tabaco.,Indicator not used,Indicator not used
Comoros,Answer/report not provided,Indicator not used,Indicator not used
Congo,Answer/report not provided,Indicator not used,Indicator not used
Cook Islands,Answer/report not provided,Indicator not used,Indicator not used
Costa Rica,Promulgación de la Ley 9028 y sus reglamentos,Indicator not used,Indicator not used
Côte d'Ivoire,Answer/report not provided,Indicator not used,Indicator not used
Croatia,Answer/report not provided,Indicator not used,Indicator not used
Cyprus,Answer/report not provided,Indicator not used,Indicator not used
Czech Republic,Answer/report not provided,Indicator not used,Indicator not used
Democratic People's Republic of Korea,Answer/report not provided,Indicator not used,Indicator not used
Democratic Republic of the Congo,Answer/report not provided,Indicator not used,Indicator not used
Denmark,Answer/report not provided,Indicator not used,Indicator not used
Djibouti,Answer/report not provided,Indicator not used,Indicator not used
Ecuador,Answer/report not provided,Indicator not used,Indicator not used
Egypt,Answer/report not provided,Indicator not used,Indicator not used
El Salvador,Answer/report not provided,Indicator not used,Indicator not used
Estonia,Answer/report not provided,Indicator not used,Indicator not used
European Union,Answer/report not provided,Indicator not used,Indicator not used
Fiji,Answer/report not provided,Indicator not used,Indicator not used
Finland,Answer/report not provided,Indicator not used,Indicator not used
France,Answer/report not provided,Indicator not used,Indicator not used
Gabon,Answer/report not provided,Indicator not used,Indicator not used
Gambia,Answer/report not provided,Indicator not used,Indicator not used
Georgia,Answer/report not provided,Indicator not used,Indicator not used
Germany,Answer/report not provided,Indicator not used,Indicator not used
Ghana,Answer/report not provided,Indicator not used,Indicator not used
Greece,Answer/report not provided,Indicator not used,Indicator not used
Grenada,Answer/report not provided,Indicator not used,Indicator not used
Guatemala,Answer/report not provided,Indicator not used,Indicator not used
Guyana,Answer/report not provided,Indicator not used,Indicator not used
Honduras,En los estadios de futbol. en los cines. en los centros comerciales y a nivel nacional no se encuentran ninguna publicidad que potencie la marca de productos derivados de tabaco.,Indicator not used,Indicator not used
Hungary,Answer/report not provided,Indicator not used,Indicator not used
Iceland,Answer/report not provided,Indicator not used,Indicator not used
India,The guidelines have been referred  while framing rules and regulations,Indicator not used,Indicator not used
Iran (Islamic Republic of),Answer/report not provided,Indicator not used,Indicator not used
Iraq,Answer/report not provided,Indicator not used,Indicator not used
Ireland,Answer/report not provided,Indicator not used,Indicator not used
Israel,Answer/report not provided,Indicator not used,Indicator not used
Italy,Answer/report not provided,Indicator not used,Indicator not used
Jamaica,Answer/report not provided,Indicator not used,Indicator not used
Japan,Answer/report not provided,Indicator not used,Indicator not used
Jordan,Answer/report not provided,Indicator not used,Indicator not used
Kazakhstan,Answer/report not provided,Indicator not used,Indicator not used
Kenya,Answer/report not provided,Indicator not used,Indicator not used
Kiribati,Answer/report not provided,Indicator not used,Indicator not used
Kuwait,Answer/report not provided,Indicator not used,Indicator not used
Kyrgyzstan,Answer/report not provided,Indicator not used,Indicator not used
