Party,2014,2012,2010
Afghanistan,Answer/report not provided,Indicator not used,Indicator not used
Albania,Answer/report not provided,Indicator not used,Indicator not used
Algeria,Answer/report not provided,Indicator not used,Indicator not used
Antigua and Barbuda,Answer/report not provided,Indicator not used,Indicator not used
Armenia,Answer/report not provided,Indicator not used,Indicator not used
Australia,Answer/report not provided,Indicator not used,Indicator not used
Austria,Answer/report not provided,Indicator not used,Indicator not used
Azerbaijan,Answer/report not provided,Indicator not used,Indicator not used
Bahamas,Answer/report not provided,Indicator not used,Indicator not used
Bahrain (Kingdom of),Answer/report not provided,Indicator not used,Indicator not used
Bangladesh,Answer/report not provided,Indicator not used,Indicator not used
Barbados,Answer/report not provided,Indicator not used,Indicator not used
Belarus,Answer/report not provided,Indicator not used,Indicator not used
Belgium,Answer/report not provided,Indicator not used,Indicator not used
Belize,Answer/report not provided,Indicator not used,Indicator not used
Benin,Answer/report not provided,Indicator not used,Indicator not used
Bhutan,Answer/report not provided,Indicator not used,Indicator not used
Bolivia,Answer/report not provided,Indicator not used,Indicator not used
Bosnia and Herzegovina,Answer/report not provided,Indicator not used,Indicator not used
Botswana,Answer/report not provided,Indicator not used,Indicator not used
Brazil,Answer/report not provided,Indicator not used,Indicator not used
Brunei Darussalam,Answer/report not provided,Indicator not used,Indicator not used
Bulgaria,Answer/report not provided,Indicator not used,Indicator not used
Burkina Faso,Answer/report not provided,Indicator not used,Indicator not used
Burundi,Answer/report not provided,Indicator not used,Indicator not used
Cambodia,Answer/report not provided,Indicator not used,Indicator not used
Cameroon,Answer/report not provided,Indicator not used,Indicator not used
Canada,Answer/report not provided,Indicator not used,Indicator not used
Central African Republic,Answer/report not provided,Indicator not used,Indicator not used
Chad,Answer/report not provided,Indicator not used,Indicator not used
Chile,Para el desarrollo del Plan Nacional de Educación se utilizó como antecedente las Directrices del Convenio Marco.,Indicator not used,Indicator not used
China,Answer/report not provided,Indicator not used,Indicator not used
Colombia,Answer/report not provided,Indicator not used,Indicator not used
Comoros,Answer/report not provided,Indicator not used,Indicator not used
Congo,Answer/report not provided,Indicator not used,Indicator not used
Cook Islands,Answer/report not provided,Indicator not used,Indicator not used
Costa Rica,Ley 9028 y sus reglamentos,Indicator not used,Indicator not used
Côte d'Ivoire,Answer/report not provided,Indicator not used,Indicator not used
Croatia,Answer/report not provided,Indicator not used,Indicator not used
Cyprus,Answer/report not provided,Indicator not used,Indicator not used
Czech Republic,Answer/report not provided,Indicator not used,Indicator not used
Democratic People's Republic of Korea,Answer/report not provided,Indicator not used,Indicator not used
Democratic Republic of the Congo,Answer/report not provided,Indicator not used,Indicator not used
Denmark,Answer/report not provided,Indicator not used,Indicator not used
Djibouti,Answer/report not provided,Indicator not used,Indicator not used
Ecuador,"Estrategias de socialización con los estudiantes universitarios mediante la vinculación con la comunidad y proyectos de intervención en las distintas facultades respecto de los daños del consumo de tabaco. los beneficios de no fumar y la socialización de la Ley. en especial sobre los espacios libres de humo. advertencias sanitarias. publicidad. promoción y patrocinio.
Aplicación del Proyecto concienciación ciudadana en la no venta de cigarrillos a los menores de 18 años por parte de los propietarios de las tiendas barriales. este proyecto se lo realiza en los barrios de la ciudad de Quito. se espera ampliar el mismo a todo el país con la participación de los estudiantes de los colegios de educación media.",Indicator not used,Indicator not used
Egypt,Answer/report not provided,Indicator not used,Indicator not used
El Salvador,FOSALUD está en proceso de adoptar disposiciones internas para escrutinar periódicamente a su personal por el consumo de tabaco.,Indicator not used,Indicator not used
Estonia,Answer/report not provided,Indicator not used,Indicator not used
European Union,Answer/report not provided,Indicator not used,Indicator not used
Fiji,Answer/report not provided,Indicator not used,Indicator not used
Finland,Answer/report not provided,Indicator not used,Indicator not used
France,Answer/report not provided,Indicator not used,Indicator not used
Gabon,Answer/report not provided,Indicator not used,Indicator not used
Gambia,Answer/report not provided,Indicator not used,Indicator not used
Georgia,Answer/report not provided,Indicator not used,Indicator not used
Germany,Answer/report not provided,Indicator not used,Indicator not used
Ghana,"The Health Promotion Dept of Ghana Health Service supports guide and facilitate the preparation of messages and participates in education communication and training programmes.
VALD has a website where it post information for public use and was among the positive efforts that won it the WHO Award for 2013 handed over to VALD at the 2013 WNTD at Techiman",Indicator not used,Indicator not used
Greece,Answer/report not provided,Indicator not used,Indicator not used
Grenada,Answer/report not provided,Indicator not used,Indicator not used
Guatemala,Answer/report not provided,Indicator not used,Indicator not used
Guyana,Answer/report not provided,Indicator not used,Indicator not used
Honduras,El Instituto Hondureño para la Prevención del Alcoholismo. Drogadicción y Farmacodependencia IHADFA para ampliar la cobertura del cumplimiento del Artìculo 12 del CMCT y en base a lo estipulado en la Ley Especial para el Control del Tabaco LECT se desarrollaron en el 2010 los manuales de prevención del consumo de tabaco. alcohol y otras drogas para ser utilizados en los niveles de educación de pre-bàsica. básica y media. Potenciando los contenidos establecidos en el currículo nacional básico. fundamentado en valores y de esta manera fomentar la Educación. comunicación. formación y concientización del público en especial en la población estudiantil. fortaleciendo el trinomio del aprendizaje de la prevención del consumo de tabaco. alcohol y otras drogas: padres de familia. educandos y docentes,Indicator not used,Indicator not used
Hungary,Answer/report not provided,Indicator not used,Indicator not used
Iceland,Answer/report not provided,Indicator not used,Indicator not used
India,Answer/report not provided,Indicator not used,Indicator not used
Iran (Islamic Republic of),Answer/report not provided,Indicator not used,Indicator not used
Iraq,Answer/report not provided,Indicator not used,Indicator not used
Ireland,The Health Service Executive of Ireland adopted a national Tobacco Free Campus Policy in 2012 which prohibits smoking on all HSE campuses. The policy has been adopted in 92% of acute Hospital sites (as of March 5th 2014) and 31% of Primary Care sites. Remaining services and sites are due to be tobacco free before Dec 31st 2015. The purpose of the policy is to de-normalise tobacco use for future generations promote cessation and treat tobacco addiction as a care issue.,Indicator not used,Indicator not used
Israel,Answer/report not provided,Indicator not used,Indicator not used
Italy,Answer/report not provided,Indicator not used,Indicator not used
Jamaica,Answer/report not provided,Indicator not used,Indicator not used
Japan,Answer/report not provided,Indicator not used,Indicator not used
Jordan,Answer/report not provided,Indicator not used,Indicator not used
Kazakhstan,Answer/report not provided,Indicator not used,Indicator not used
Kenya,Answer/report not provided,Indicator not used,Indicator not used
Kiribati,Answer/report not provided,Indicator not used,Indicator not used
Kuwait,Answer/report not provided,Indicator not used,Indicator not used
