Party,2014,2012,2010
Afghanistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Albania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Algeria,Answer/report not provided,Larticle 61 de la loi de 1985 exige que les structures sanitaires et le personnel sanitaire organisent avec le concours et lassistance des autorités et organismes publics des campagnes et des actions de prévention contre les maladies non transmissibles et les fléaux sociaux.,Answer/report not provided
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,Answer/report not provided,Answer/report not provided,Such components are envisaged in the new state program for 2010-2015.
Australia,Answer/report not provided,Answer/report not provided,This section is administered by sub-jurisdictions.
Austria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Azerbaijan,Every year the Public Health and Reforms Center MoH leads the World No Tobacco Day activities at the national level directed to the general population especially youth media professionals decision-makers.,A web-platform for the Tobacco Control Network was developed administered and maintained (www.tobaccocontrol.az).,A web-platform for the Tobacco Control Network was developed administered and maintained (www.tobaccocontrol.az).
Bahamas,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahrain (Kingdom of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Bangladesh,Answer/report not provided,Answer/report not provided,Answer/report not provided
Barbados,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belarus,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belgium,Answer/report not provided,Primary prevention programmes make use of evidence- based strategies and professionally developed materials. (e.g. smoke free classes based on a European programme: http://www.smokefreeclass.info). In a typical year about 2.000 classes take part in this competition with about 32.000 pupils participating. In addition schools are supported in the development of a comprehensive no smoking policy for their institution. This policy covers not only primary prevention activities but also smoke cessation and coherent rules.,Primary prevention programmes make use of evidence- based strategies and professionally developed materials. (e.g. smoke free classes based on a European programme: http://www.smokefreeclass.info). In a typical year about 2.000 classes take part in this competition with about 32.000 pupils participating. In addition schools are supported in the development of a comprehensive no smoking policy for their institution. This policy covers not only primary prevention activities but also smoke cessation and coherent rules.
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bhutan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bosnia and Herzegovina,Answer/report not provided,Answer/report not provided,Answer/report not provided
Botswana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brazil,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brunei Darussalam,World No Tobacco Day is commerated every year,Answer/report not provided,Answer/report not provided
Bulgaria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Burkina Faso,Answer/report not provided,Answer/report not provided,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Canada,Answer/report not provided,Answer/report not provided,Amendments should be considered for future reporting instruments that would better capture sub national reporting data.
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chile,La nueva ley de tabaco establece además que existirá un Plan Nacional de Educación Escolar. Este plan se está trabajando con el Ministerio de Educación y será entregado a los Seremi de Educación durante Marzo del 2014.,Answer/report not provided,Answer/report not provided
China,Answer/report not provided,Answer/report not provided,Answer/report not provided
Colombia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Comoros,Answer/report not provided,Answer/report not provided,Answer/report not provided
