Party,2014,2012,2010
Afghanistan,No,Indicator not used,Indicator not used
Albania,Yes,Indicator not used,Indicator not used
Algeria,No,Indicator not used,Indicator not used
Antigua and Barbuda,No,Indicator not used,Indicator not used
Armenia,No,Indicator not used,Indicator not used
Australia,Yes,Indicator not used,Indicator not used
Austria,No,Indicator not used,Indicator not used
Azerbaijan,No,Indicator not used,Indicator not used
Bahamas,Yes,Indicator not used,Indicator not used
Bahrain (Kingdom of),Yes,Indicator not used,Indicator not used
Bangladesh,No,Indicator not used,Indicator not used
Barbados,Not applicable,Indicator not used,Indicator not used
Belarus,No,Indicator not used,Indicator not used
Belgium,Yes,Indicator not used,Indicator not used
Belize,Not applicable,Indicator not used,Indicator not used
Benin,No,Indicator not used,Indicator not used
Bhutan,Yes,Indicator not used,Indicator not used
Bolivia,Answer/report not provided,Indicator not used,Indicator not used
Bosnia and Herzegovina,No,Indicator not used,Indicator not used
Botswana,Answer/report not provided,Indicator not used,Indicator not used
Brazil,No,Indicator not used,Indicator not used
Brunei Darussalam,Yes,Indicator not used,Indicator not used
Bulgaria,No,Indicator not used,Indicator not used
Burkina Faso,Yes,Indicator not used,Indicator not used
Burundi,Answer/report not provided,Indicator not used,Indicator not used
Cambodia,Not applicable,Indicator not used,Indicator not used
Cameroon,Not applicable,Indicator not used,Indicator not used
Canada,Yes,Indicator not used,Indicator not used
Central African Republic,Answer/report not provided,Indicator not used,Indicator not used
Chad,Answer/report not provided,Indicator not used,Indicator not used
Chile,No,Indicator not used,Indicator not used
China,No,Indicator not used,Indicator not used
Colombia,No,Indicator not used,Indicator not used
Comoros,Answer/report not provided,Indicator not used,Indicator not used
Congo,Yes,Indicator not used,Indicator not used
Cook Islands,Yes,Indicator not used,Indicator not used
Costa Rica,Yes,Indicator not used,Indicator not used
Côte d'Ivoire,No,Indicator not used,Indicator not used
Croatia,Yes,Indicator not used,Indicator not used
Cyprus,Yes,Indicator not used,Indicator not used
Czech Republic,No,Indicator not used,Indicator not used
Democratic People's Republic of Korea,Yes,Indicator not used,Indicator not used
Democratic Republic of the Congo,Answer/report not provided,Indicator not used,Indicator not used
Denmark,Yes,Indicator not used,Indicator not used
Djibouti,Yes,Indicator not used,Indicator not used
Ecuador,Yes,Indicator not used,Indicator not used
Egypt,Yes,Indicator not used,Indicator not used
El Salvador,No,Indicator not used,Indicator not used
Estonia,No,Indicator not used,Indicator not used
European Union,Answer/report not provided,Indicator not used,Indicator not used
Fiji,Yes,Indicator not used,Indicator not used
Finland,Yes,Indicator not used,Indicator not used
France,Yes,Indicator not used,Indicator not used
Gabon,Yes,Indicator not used,Indicator not used
Gambia,Yes,Indicator not used,Indicator not used
Georgia,No,Indicator not used,Indicator not used
Germany,No,Indicator not used,Indicator not used
Ghana,No,Indicator not used,Indicator not used
Greece,No,Indicator not used,Indicator not used
Grenada,Not applicable,Indicator not used,Indicator not used
Guatemala,No,Indicator not used,Indicator not used
Guyana,Answer/report not provided,Indicator not used,Indicator not used
Honduras,Yes,Indicator not used,Indicator not used
Hungary,No,Indicator not used,Indicator not used
Iceland,No,Indicator not used,Indicator not used
India,No,Indicator not used,Indicator not used
Iran (Islamic Republic of),No,Indicator not used,Indicator not used
Iraq,Yes,Indicator not used,Indicator not used
Ireland,Yes,Indicator not used,Indicator not used
Israel,Answer/report not provided,Indicator not used,Indicator not used
Italy,No,Indicator not used,Indicator not used
Jamaica,Yes,Indicator not used,Indicator not used
Japan,No,Indicator not used,Indicator not used
Jordan,Yes,Indicator not used,Indicator not used
Kazakhstan,No,Indicator not used,Indicator not used
Kenya,Yes,Indicator not used,Indicator not used
Kiribati,Answer/report not provided,Indicator not used,Indicator not used
Kuwait,Not applicable,Indicator not used,Indicator not used
Kyrgyzstan,No,Indicator not used,Indicator not used
Lao People's Democratic Republic,Answer/report not provided,Indicator not used,Indicator not used
Latvia,Yes,Indicator not used,Indicator not used
Lebanon,Yes,Indicator not used,Indicator not used
Lesotho,Answer/report not provided,Indicator not used,Indicator not used
Libyan Arab Jamahiriya,No,Indicator not used,Indicator not used
Lithuania,No,Indicator not used,Indicator not used
Luxembourg,Not applicable,Indicator not used,Indicator not used
Madagascar,No,Indicator not used,Indicator not used
Malaysia,No,Indicator not used,Indicator not used
Maldives,No,Indicator not used,Indicator not used
Mali,No,Indicator not used,Indicator not used
Malta,Yes,Indicator not used,Indicator not used
Marshall Islands,Answer/report not provided,Indicator not used,Indicator not used
Mauritania,Answer/report not provided,Indicator not used,Indicator not used
Mauritius,Yes,Indicator not used,Indicator not used
Mexico,Yes,Indicator not used,Indicator not used
Micronesia (Federated States of),No,Indicator not used,Indicator not used
Mongolia,Yes,Indicator not used,Indicator not used
Montenegro,No,Indicator not used,Indicator not used
Myanmar,Yes,Indicator not used,Indicator not used
Namibia,Answer/report not provided,Indicator not used,Indicator not used
Nauru,Answer/report not provided,Indicator not used,Indicator not used
Nepal,No,Indicator not used,Indicator not used
Netherlands,Yes,Indicator not used,Indicator not used
New Zealand,Yes,Indicator not used,Indicator not used
Niger,Answer/report not provided,Indicator not used,Indicator not used
Nigeria,Yes,Indicator not used,Indicator not used
