Party,2014,2012,2010
Afghanistan,Answer/report not provided,No,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,No,No,No
Antigua and Barbuda,Yes,Yes,Answer/report not provided
Armenia,No,Yes,Yes
Australia,No,No,Answer/report not provided
Austria,Yes,Yes,Answer/report not provided
Azerbaijan,No,Yes,Yes
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),No,No,Answer/report not provided
Bangladesh,No,No,Answer/report not provided
Barbados,No,No,Answer/report not provided
Belarus,Yes,Yes,Answer/report not provided
Belgium,Answer/report not provided,No,No
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,No,No,No
Bhutan,Yes,Yes,Yes
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,No,Yes,Answer/report not provided
Botswana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brazil,No,No,No
Brunei Darussalam,Yes,No,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,Yes,No,Answer/report not provided
Burundi,Answer/report not provided,No,Answer/report not provided
Cambodia,No,No,No
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,No,No,No
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,No,No,Answer/report not provided
China,Yes,No,No
Colombia,Yes,No,Answer/report not provided
Comoros,Answer/report not provided,No,No
Congo,Answer/report not provided,No,Answer/report not provided
Cook Islands,Yes,No,Yes
Costa Rica,No,Yes,Answer/report not provided
Côte d'Ivoire,Yes,No,Answer/report not provided
Croatia,No,No,Answer/report not provided
Cyprus,No,No,No
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,No,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,Yes,No
Djibouti,Answer/report not provided,No,Answer/report not provided
Ecuador,Yes,Yes,Answer/report not provided
Egypt,No,No,Answer/report not provided
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,No,No,Answer/report not provided
Fiji,Yes,Answer/report not provided,Answer/report not provided
Finland,No,No,Answer/report not provided
France,Answer/report not provided,No,No
Gabon,No,No,Answer/report not provided
Gambia,Answer/report not provided,No,Answer/report not provided
Georgia,No,No,Answer/report not provided
Germany,No,No,No
Ghana,No,No,No
Greece,No,No,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,No,No,Answer/report not provided
Guyana,Answer/report not provided,Yes,Yes
Honduras,No,Answer/report not provided,Answer/report not provided
Hungary,No,No,No
Iceland,Yes,Yes,Answer/report not provided
India,Yes,Yes,Yes
Iran (Islamic Republic of),No,No,Answer/report not provided
Iraq,Yes,Yes,Answer/report not provided
Ireland,No,No,No
Israel,Answer/report not provided,No,Answer/report not provided
Italy,No,Answer/report not provided,Answer/report not provided
Jamaica,Yes,Answer/report not provided,Answer/report not provided
Japan,No,No,Answer/report not provided
Jordan,Yes,No,Answer/report not provided
Kazakhstan,No,No,Answer/report not provided
Kenya,No,Answer/report not provided,No
Kiribati,No,Answer/report not provided,Answer/report not provided
Kuwait,Yes,Answer/report not provided,Answer/report not provided
Kyrgyzstan,No,Yes,Answer/report not provided
Lao People's Democratic Republic,Yes,No,Answer/report not provided
Latvia,No,No,Yes
Lebanon,Yes,No,No
Lesotho,Answer/report not provided,Answer/report not provided,No
Libyan Arab Jamahiriya,Yes,Yes,Answer/report not provided
Lithuania,No,No,No
Luxembourg,No,No,No
Madagascar,No,No,No
Malaysia,Yes,No,No
Maldives,No,Answer/report not provided,Answer/report not provided
Mali,No,No,Answer/report not provided
Malta,No,No,No
Marshall Islands,No,No,Yes
Mauritania,No,Answer/report not provided,Answer/report not provided
Mauritius,Yes,Yes,No
Mexico,No,Yes,Yes
Micronesia (Federated States of),No,No,Answer/report not provided
Mongolia,No,Yes,Yes
Montenegro,No,No,No
Myanmar,No,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,No,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,No,No,Answer/report not provided
Netherlands,No,No,No
New Zealand,No,No,No
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,No,Answer/report not provided,Answer/report not provided
Niue,Yes,Answer/report not provided,Yes
Norway,No,No,No
Oman,No,Yes,No
Pakistan,No,No,Answer/report not provided
Palau,No,Yes,No
Panama,Yes,No,No
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,No,No,Answer/report not provided
Philippines,Yes,Yes,Answer/report not provided
Poland,Yes,Answer/report not provided,Answer/report not provided
Portugal,No,No,No
Qatar,Yes,Yes,No
Republic of Korea,Yes,Yes,No
Republic of Moldova,No,No,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,No,No,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,No,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,No,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,No,No
Sao Tome and Principe,No,No,Answer/report not provided
Saudi Arabia,No,No,Answer/report not provided
Senegal,No,No,Answer/report not provided
Serbia,No,No,Answer/report not provided
Seychelles,No,Yes,Yes
Sierra Leone,No,No,Answer/report not provided
Singapore,No,No,No
Slovakia,No,No,No
Slovenia,No,No,No
Solomon Islands,No,Answer/report not provided,Answer/report not provided
South Africa,No,No,No
Spain,Answer/report not provided,No,No
Sri Lanka,Answer/report not provided,No,Answer/report not provided
Sudan,Answer/report not provided,No,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,No,No,No
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,No
Tajikistan,No,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,No,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,No,No
Tonga,No,No,No
Trinidad and Tobago,No,No,Answer/report not provided
Tunisia,Yes,Yes,Answer/report not provided
Turkey,No,No,No
Turkmenistan,No,Answer/report not provided,Answer/report not provided
Tuvalu,No,No,Answer/report not provided
Uganda,No,Answer/report not provided,Answer/report not provided
Ukraine,No,No,No
United Arab Emirates,Yes,Yes,Answer/report not provided
United Kingdom,No,No,No
United Republic of Tanzania,Yes,No,Answer/report not provided
Uruguay,No,No,No
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,No,No,Answer/report not provided
Venezuela,Yes,No,Answer/report not provided
Viet Nam,Yes,Yes,Yes
Yemen,No,Yes,Answer/report not provided
