Party,2014,2012,2010
Afghanistan,No,No,Answer/report not provided
Albania,No,No,Answer/report not provided
Algeria,No,No,Answer/report not provided
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,No,Answer/report not provided,Answer/report not provided
Australia,No,Answer/report not provided,Answer/report not provided
Austria,No,No,Answer/report not provided
Azerbaijan,Yes,Yes,Yes
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,Yes,Yes,No
Barbados,No,Answer/report not provided,Answer/report not provided
Belarus,No,No,No
Belgium,No,No,No
Belize,No,Answer/report not provided,Answer/report not provided
Benin,Yes,Yes,Yes
Bhutan,Yes,Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,No,No,Answer/report not provided
Botswana,Answer/report not provided,No,Answer/report not provided
Brazil,No,No,No
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,No,No,No
Burkina Faso,Yes,Yes,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,Yes,No,Yes
Cameroon,Yes,Answer/report not provided,Answer/report not provided
Canada,No,No,No
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,No,No,Answer/report not provided
China,No,No,No
Colombia,No,No,Answer/report not provided
Comoros,Answer/report not provided,Yes,No
Congo,No,Yes,Answer/report not provided
Cook Islands,No,No,Yes
Costa Rica,No,Yes,Answer/report not provided
Côte d'Ivoire,No,No,Answer/report not provided
Croatia,No,Answer/report not provided,Answer/report not provided
Cyprus,No,No,No
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,No,No,No
Djibouti,Answer/report not provided,No,Answer/report not provided
Ecuador,No,No,Answer/report not provided
Egypt,No,No,Answer/report not provided
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,No,No,Answer/report not provided
Fiji,No,No,Answer/report not provided
Finland,No,Answer/report not provided,No
France,No,No,Answer/report not provided
Gabon,No,No,Answer/report not provided
Gambia,No,No,Answer/report not provided
Georgia,No,No,Answer/report not provided
Germany,No,No,Answer/report not provided
Ghana,Yes,Yes,Yes
Greece,No,No,Answer/report not provided
Grenada,No,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,No,Answer/report not provided
Guyana,Answer/report not provided,No,Answer/report not provided
Honduras,No,Answer/report not provided,Answer/report not provided
Hungary,No,No,Yes
Iceland,No,No,Answer/report not provided
India,No,No,No
Iran (Islamic Republic of),No,Answer/report not provided,Answer/report not provided
Iraq,No,Answer/report not provided,Answer/report not provided
Ireland,No,No,No
Israel,Answer/report not provided,No,Answer/report not provided
Italy,No,No,Answer/report not provided
Jamaica,No,Answer/report not provided,Answer/report not provided
Japan,No,No,Answer/report not provided
Jordan,Answer/report not provided,No,Answer/report not provided
Kazakhstan,No,Answer/report not provided,Answer/report not provided
Kenya,No,Answer/report not provided,No
Kiribati,No,Answer/report not provided,Answer/report not provided
Kuwait,No,No,No
Kyrgyzstan,No,No,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,No,Answer/report not provided
Latvia,No,No,No
Lebanon,Answer/report not provided,No,Answer/report not provided
Lesotho,Answer/report not provided,No,No
Libyan Arab Jamahiriya,No,No,Answer/report not provided
Lithuania,Answer/report not provided,No,No
Luxembourg,No,No,No
Madagascar,No,No,No
Malaysia,No,No,No
Maldives,No,Answer/report not provided,Answer/report not provided
Mali,No,Yes,Answer/report not provided
Malta,No,No,No
Marshall Islands,No,Answer/report not provided,Answer/report not provided
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,Answer/report not provided,Answer/report not provided,No
Mexico,No,No,Answer/report not provided
Micronesia (Federated States of),No,Answer/report not provided,No
Mongolia,No,No,No
Montenegro,No,No,No
Myanmar,No,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,No,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,No,No,Answer/report not provided
Netherlands,No,No,No
New Zealand,No,No,No
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,No,Answer/report not provided,Answer/report not provided
Niue,No,Answer/report not provided,No
Norway,No,No,No
Oman,No,No,No
Pakistan,No,No,Answer/report not provided
Palau,No,No,Answer/report not provided
Panama,No,No,No
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,Yes,Yes,Answer/report not provided
Peru,No,Answer/report not provided,Answer/report not provided
Philippines,No,No,Answer/report not provided
Poland,No,No,Answer/report not provided
Portugal,No,No,No
Qatar,Answer/report not provided,No,No
Republic of Korea,No,Answer/report not provided,No
Republic of Moldova,No,No,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,No,No,Answer/report not provided
Rwanda,Answer/report not provided,Yes,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Yes,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,No,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,No,Answer/report not provided
Sao Tome and Principe,No,Yes,Answer/report not provided
Saudi Arabia,No,No,Answer/report not provided
Senegal,Yes,Yes,Answer/report not provided
Serbia,No,No,Answer/report not provided
Seychelles,No,No,No
Sierra Leone,No,Yes,Answer/report not provided
Singapore,No,No,No
Slovakia,No,No,No
Slovenia,No,No,No
Solomon Islands,No,No,No
South Africa,No,No,No
Spain,No,No,No
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,No,Answer/report not provided
Suriname,No,No,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,No,No,No
