Party,2014,2012,2010
Afghanistan,No,No,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,Yes,Yes,Yes
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,Yes,Answer/report not provided,Yes
Australia,Yes,Yes,Yes
Austria,Yes,No,Answer/report not provided
Azerbaijan,Yes,Yes,Yes
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),Yes,No,Answer/report not provided
Bangladesh,No,No,No
Barbados,No,No,Answer/report not provided
Belarus,Yes,Yes,Yes
Belgium,Yes,Yes,Yes
Belize,No,Answer/report not provided,Answer/report not provided
Benin,Yes,No,No
Bhutan,No,No,No
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,No,Yes,Yes
Brunei Darussalam,Yes,Yes,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,Yes,Yes,Answer/report not provided
Burundi,Answer/report not provided,No,Answer/report not provided
Cambodia,No,No,No
Cameroon,Yes,Answer/report not provided,Answer/report not provided
Canada,No,No,No
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,No,Answer/report not provided
Chile,Yes,Yes,Answer/report not provided
China,No,No,No
Colombia,No,No,Answer/report not provided
Comoros,Answer/report not provided,Yes,No
Congo,No,No,Answer/report not provided
Cook Islands,Yes,Yes,Yes
Costa Rica,No,Yes,Answer/report not provided
Côte d'Ivoire,No,No,Answer/report not provided
Croatia,Yes,Answer/report not provided,Answer/report not provided
Cyprus,Yes,Yes,Yes
Czech Republic,Yes,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Yes,Yes,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,Yes,Yes
Djibouti,No,Yes,Answer/report not provided
Ecuador,Yes,Yes,Answer/report not provided
Egypt,No,No,Yes
El Salvador,Yes,Answer/report not provided,Answer/report not provided
Estonia,Yes,Yes,Answer/report not provided
European Union,Yes,Yes,Yes
Fiji,Yes,No,Answer/report not provided
Finland,Yes,No,Yes
France,Yes,Yes,No
Gabon,Yes,No,Answer/report not provided
Gambia,No,No,Answer/report not provided
Georgia,No,No,Answer/report not provided
Germany,Yes,Yes,Yes
Ghana,No,No,No
Greece,Yes,Yes,Answer/report not provided
