Party,2014,2012,2010
Afghanistan,Answer/report not provided,No,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,Yes,Yes,Yes
Antigua and Barbuda,Yes,Yes,Answer/report not provided
Armenia,Yes,Yes,Yes
Australia,Yes,Yes,Yes
Austria,Yes,Yes,Answer/report not provided
Azerbaijan,Yes,Yes,Yes
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,Yes,Yes,No
Barbados,No,No,Answer/report not provided
Belarus,Yes,Yes,Yes
Belgium,Yes,Yes,Yes
Belize,No,Answer/report not provided,Answer/report not provided
Benin,Yes,Yes,Yes
Bhutan,Yes,Yes,Yes
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,Yes,Yes,Yes
Brunei Darussalam,Yes,Yes,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,No,Yes,Answer/report not provided
Burundi,Answer/report not provided,No,Answer/report not provided
Cambodia,Yes,No,No
Cameroon,Yes,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Yes
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,No,Yes,Answer/report not provided
China,Yes,Yes,Yes
Colombia,No,Yes,Answer/report not provided
Comoros,Answer/report not provided,No,No
Congo,No,No,Answer/report not provided
Cook Islands,Yes,Yes,Yes
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,Yes,Yes,Answer/report not provided
Croatia,Yes,Answer/report not provided,Answer/report not provided
Cyprus,Yes,No,No
Czech Republic,Yes,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Yes,Yes,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,Yes,Yes
Djibouti,No,No,Answer/report not provided
Ecuador,No,No,Answer/report not provided
Egypt,No,Answer/report not provided,Yes
El Salvador,Yes,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,Yes,Yes,Yes
Fiji,Yes,Yes,Answer/report not provided
Finland,Yes,Yes,Yes
France,Yes,Yes,Yes
Gabon,No,No,Answer/report not provided
Gambia,Yes,Yes,Answer/report not provided
Georgia,Yes,Yes,Answer/report not provided
Germany,Yes,Yes,Yes
Ghana,Yes,Yes,Yes
Greece,Yes,Yes,Answer/report not provided
Grenada,No,Answer/report not provided,Answer/report not provided
Guatemala,Yes,No,Answer/report not provided
Guyana,Answer/report not provided,Yes,Yes
Honduras,Yes,Yes,Yes
Hungary,Yes,Yes,Yes
Iceland,Yes,Yes,Answer/report not provided
India,Yes,Yes,Yes
Iran (Islamic Republic of),Yes,Yes,Answer/report not provided
Iraq,Yes,Yes,Answer/report not provided
Ireland,Yes,Yes,Yes
Israel,Answer/report not provided,No,Answer/report not provided
Italy,Yes,Yes,Answer/report not provided
Jamaica,Yes,Answer/report not provided,Answer/report not provided
Japan,Yes,No,Yes
Jordan,Yes,Yes,Yes
Kazakhstan,Yes,Yes,Answer/report not provided
Kenya,Yes,Answer/report not provided,Yes
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,Yes,Yes,Yes
Kyrgyzstan,Yes,Yes,Answer/report not provided
Lao People's Democratic Republic,No,No,Answer/report not provided
Latvia,No,No,No
Lebanon,No,No,No
Lesotho,Yes,Answer/report not provided,Yes
Libyan Arab Jamahiriya,Yes,Yes,Answer/report not provided
Lithuania,Yes,Yes,Yes
Luxembourg,Yes,Yes,Yes
Madagascar,No,Yes,Yes
Malaysia,Yes,Yes,Yes
Maldives,No,Answer/report not provided,Answer/report not provided
Mali,Yes,Yes,Answer/report not provided
Malta,Yes,Yes,Yes
Marshall Islands,Yes,Yes,Yes
Mauritania,Answer/report not provided,No,Answer/report not provided
Mauritius,Yes,Yes,No
Mexico,Yes,No,No
Micronesia (Federated States of),Yes,Yes,Yes
Mongolia,No,Yes,Yes
Montenegro,Yes,Yes,Yes
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Yes
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,Yes,Answer/report not provided
Netherlands,No,Yes,Yes
New Zealand,Yes,Yes,Yes
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,Yes,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Yes
Norway,Yes,Yes,Yes
Oman,Yes,No,No
Pakistan,No,No,Answer/report not provided
Palau,Yes,Yes,Yes
Panama,Yes,No,No
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,Yes,Yes,Answer/report not provided
Peru,Yes,Yes,Answer/report not provided
Philippines,No,Yes,Answer/report not provided
Poland,Yes,Yes,Answer/report not provided
Portugal,No,No,No
Qatar,Yes,Yes,Yes
Republic of Korea,Yes,Yes,Yes
Republic of Moldova,Yes,No,Answer/report not provided
Romania,Yes,Answer/report not provided,Answer/report not provided
Russian Federation,Yes,Yes,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,No,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Yes,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Yes,Yes,Yes
Sao Tome and Principe,Yes,No,Answer/report not provided
Saudi Arabia,Yes,Yes,Answer/report not provided
Senegal,Yes,No,Answer/report not provided
Serbia,Yes,Yes,Yes
Seychelles,Yes,Yes,Yes
Sierra Leone,No,Yes,Answer/report not provided
Singapore,Yes,Yes,Yes
Slovakia,Yes,Yes,Yes
Slovenia,Yes,Yes,Yes
Solomon Islands,No,Yes,Yes
South Africa,No,No,No
Spain,Yes,Yes,Yes
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Yes,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,Yes,Answer/report not provided
Sweden,No,No,No
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Yes
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,Yes,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Yes,No,No
Tonga,Yes,Answer/report not provided,Yes
Trinidad and Tobago,Yes,Yes,Yes
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,Yes,Answer/report not provided,Answer/report not provided
Tuvalu,No,Yes,Answer/report not provided
Uganda,Yes,Yes,Answer/report not provided
Ukraine,No,No,No
United Arab Emirates,Yes,Yes,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,No,No,Answer/report not provided
Uruguay,Yes,Yes,Yes
Uzbekistan,Yes,Answer/report not provided,Answer/report not provided
Vanuatu,No,No,Answer/report not provided
Venezuela,Yes,Yes,Answer/report not provided
Viet Nam,Yes,Yes,Yes
Yemen,Yes,Yes,Answer/report not provided
