Party,2014,2012,2010
Afghanistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Albania,It is not prohibited in our law the sale in smaller packets (less than 20 cigarettes,It is not prohibited in our law the sale in smaller packets (less than 20 cigarettes),Answer/report not provided
Algeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,Answer/report not provided,See annex 5,Please see Supporting Documents
Australia,Answer/report not provided,Answer/report not provided,Sales to minors is regulated by the individual State and Territory jurisdictions. See individual sub-jurisdictional responses.
Austria,"Under current Austrian legislation the legal age for purchasing tobacco products is defined on Federal State level; all nine Federal States have fixed 16 years as minimum required age in their youth protection acts (Jugensdschutzgesetze).
Since 1/1/2007 all vending machines are locked and can only be unlocked after inserting a chip card (ex. by bank card) proving that the customer is of the minimum legal age for purchase of tobacco products of 16 years.
Tenants of vending machines who don''t comply with this requirement and tobacconists who sell tobacco products to persons under 16 years risk loosing their license for vending cigarettes.
Furthermore tobacconists as well as shop keepers and owners of hospitality venues/pit stops selling tobacco products to minors can be fined according to the provisions laid down in the youth proction acts of the different federal states (f.ex. Upper Austria - up to € 7.000 -).
For further details see tobacconists code of conduct (''Standesregeln'') at http://mvg.at/index.php?cid=91 as well as the Austrian tobacco monopoly act (Federal law gazette No. 830/1995 idgF) at https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10005006",Under current Austrian legislation the legal age for purchasing tobacco products is defined on Federal State level; all nine Federal States have fixed 16 years as minim required age in their youth protection acts (Jugensdschutzgesetze). Since 1/1/2007 all vending machines are locked and can only be unlocked after inserting a chip card (ex. by bank card) proving that the customer is of the minimum legal age for purchase of tobacco products of 16 years. Tenants of vending machines who dont comply with this requirement and tobacconists who sell tobacco products to persons under 16 years risk loosing their license for vending cigarettes. Furthermore tobacconists as well as shop keepers and owners of hospitality venues/pit stops selling tobacco products to minors can be fined according to the provisions laid down in the youth proction acts of the different federal states (f.ex. Upper Austria - up to € 7.000 -). For further details see tobacconists code of conduct (Standesregeln) at http://mvg.at/index.php?cid=91 as well as the Austrian tobacco monopoly act (Federal law gazette No. 830/1995 idgF) at : https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10005006,Answer/report not provided
Azerbaijan,"Sources: 
Law on Tobacco and Tobacco Product of Azerbaijan Republic – Articles 15;
The Code of the Azerbaijan Republic On administrative violations – Article 236",Source: the Law on Tobacco and Tobacco Product of Azerbaijan Republic,Source: the Law on Tobacco and Tobacco Product of Azerbaijan Republic
Bahamas,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahrain (Kingdom of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Bangladesh,Answer/report not provided,Answer/report not provided,Answer/report not provided
Barbados,Answer/report not provided,Legislation banning the sale of tobacco to minors was successfully implemented in January 2010,Answer/report not provided
Belarus,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belgium,Answer/report not provided,"Relevant legislation can be accessed at:
www.info-tabac.be
http://www.health.belgium.be/eportal/Myhealth/Healthylife/Tobacco/Productionandsale/Vente/15712533_FR","Relevant legislation can be accessed at:
www.info-tabac.be
http://www.health.belgium.be/eportal/Myhealth/Healthylife/Tobacco/Productionandsale/Vente/15712533_FR"
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bhutan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bosnia and Herzegovina,As some relevant surveys findings ( GYTS 2008 ) recently showed high access of minors to tobacco products more efforts should be focus on efficient law enforcement through support of inspection services monitoring and additional public support,As some relevant surveys findings ( GYTS 2008 ) recently showed high access of minors to tobacco products more efforts should be focus on efficient law enforcement through support of inspection services monitioring and additional public support.,Answer/report not provided
Botswana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brazil,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brunei Darussalam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bulgaria,Answer/report not provided,The requirements are adopted before 2007. No new requirements are adopted at the present.,Answer/report not provided
