Party,2014,2012,2010
Afghanistan,No,No,Answer/report not provided
Albania,No,No,Answer/report not provided
Algeria,No,No,Answer/report not provided
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,No,No,Answer/report not provided
Australia,Yes,Yes,Answer/report not provided
Austria,Yes,Yes,Answer/report not provided
Azerbaijan,No,Answer/report not provided,Answer/report not provided
Bahamas,Answer/report not provided,No,Answer/report not provided
Bahrain (Kingdom of),No,No,Answer/report not provided
Bangladesh,No,No,Answer/report not provided
Barbados,No,Answer/report not provided,Answer/report not provided
Belarus,No,No,Answer/report not provided
Belgium,No,No,Answer/report not provided
Belize,No,Answer/report not provided,Answer/report not provided
Benin,No,Answer/report not provided,Answer/report not provided
Bhutan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,No,Answer/report not provided
Brazil,Yes,Yes,Yes
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,No,Yes,Answer/report not provided
Burkina Faso,Yes,No,Answer/report not provided
Burundi,Answer/report not provided,No,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Answer/report not provided
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,No,Answer/report not provided
Chile,No,No,Answer/report not provided
China,Yes,Answer/report not provided,Answer/report not provided
Colombia,No,No,Answer/report not provided
Comoros,Answer/report not provided,Yes,No
Congo,No,No,Answer/report not provided
Cook Islands,No,Yes,Answer/report not provided
Costa Rica,No,Answer/report not provided,Answer/report not provided
Côte d'Ivoire,No,No,Answer/report not provided
Croatia,No,Answer/report not provided,Answer/report not provided
Cyprus,No,Answer/report not provided,Answer/report not provided
Czech Republic,Yes,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,No,No,Answer/report not provided
Djibouti,No,No,Answer/report not provided
Ecuador,Answer/report not provided,No,Answer/report not provided
Egypt,No,Answer/report not provided,Answer/report not provided
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,No,No,Answer/report not provided
Fiji,No,No,Answer/report not provided
Finland,No,No,Answer/report not provided
France,No,No,Answer/report not provided
Gabon,No,No,Answer/report not provided
Gambia,No,No,Answer/report not provided
Georgia,No,No,Answer/report not provided
Germany,Yes,Yes,Answer/report not provided
Ghana,No,Answer/report not provided,Answer/report not provided
Greece,No,No,Answer/report not provided
Grenada,No,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,No,Answer/report not provided
Honduras,No,No,No
Hungary,Yes,Yes,Answer/report not provided
Iceland,No,No,Answer/report not provided
India,Yes,Yes,Answer/report not provided
Iran (Islamic Republic of),Yes,Yes,Answer/report not provided
Iraq,No,Yes,Answer/report not provided
Ireland,No,No,Answer/report not provided
Israel,Answer/report not provided,No,Answer/report not provided
Italy,No,Answer/report not provided,Answer/report not provided
Jamaica,No,Answer/report not provided,Answer/report not provided
Japan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Jordan,Yes,Yes,Answer/report not provided
Kazakhstan,No,No,Answer/report not provided
Kenya,No,Answer/report not provided,Answer/report not provided
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,Yes,No,No
Kyrgyzstan,No,No,Answer/report not provided
Lao People's Democratic Republic,Yes,Answer/report not provided,Answer/report not provided
Latvia,No,No,Answer/report not provided
Lebanon,No,No,Answer/report not provided
Lesotho,Answer/report not provided,No,Answer/report not provided
Libyan Arab Jamahiriya,No,No,Answer/report not provided
Lithuania,No,No,Answer/report not provided
Luxembourg,No,No,Answer/report not provided
Madagascar,No,Answer/report not provided,Answer/report not provided
Malaysia,Yes,No,Answer/report not provided
Maldives,No,Answer/report not provided,Answer/report not provided
Mali,No,No,Answer/report not provided
Malta,No,Yes,Answer/report not provided
Marshall Islands,Yes,Yes,Answer/report not provided
Mauritania,No,No,Answer/report not provided
Mauritius,No,Answer/report not provided,Answer/report not provided
Mexico,Yes,Yes,Answer/report not provided
Micronesia (Federated States of),Yes,Yes,Answer/report not provided
Mongolia,No,No,Answer/report not provided
Montenegro,No,Answer/report not provided,Answer/report not provided
Myanmar,No,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,No,No
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,No,No,Answer/report not provided
Netherlands,No,No,Answer/report not provided
New Zealand,Yes,Yes,Answer/report not provided
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,Yes,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,No,No,Answer/report not provided
Oman,No,Yes,Answer/report not provided
Pakistan,Yes,Yes,Answer/report not provided
Palau,No,No,Answer/report not provided
Panama,No,No,Answer/report not provided
Papua New Guinea,Yes,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,Yes,Yes,Answer/report not provided
Philippines,Yes,Yes,Answer/report not provided
Poland,Answer/report not provided,Yes,Answer/report not provided
Portugal,No,Yes,Answer/report not provided
Qatar,Answer/report not provided,No,Answer/report not provided
Republic of Korea,Yes,Yes,Answer/report not provided
Republic of Moldova,No,No,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,Yes,No,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,Answer/report not provided,Answer/report not provided
