Party,2014,2012,2010
Afghanistan,Answer/report not provided,Yes,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,No,No,Yes
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,Yes,Yes,Yes
Australia,Yes,Yes,No
Austria,No,No,Answer/report not provided
Azerbaijan,No,Answer/report not provided,Answer/report not provided
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,Yes,Yes,No
Barbados,No,No,Answer/report not provided
Belarus,No,No,Answer/report not provided
Belgium,Yes,Yes,Yes
Belize,Yes,Answer/report not provided,Answer/report not provided
Benin,Yes,Yes,Yes
Bhutan,Yes,Yes,Yes
Bolivia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,No,Yes,Yes
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,No,Answer/report not provided,Answer/report not provided
Burundi,Answer/report not provided,Yes,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,Yes,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,No
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,No,No,Answer/report not provided
China,No,Yes,Yes
Colombia,No,No,Answer/report not provided
Comoros,Answer/report not provided,No,Answer/report not provided
Congo,No,No,Answer/report not provided
Cook Islands,Yes,Yes,Yes
Costa Rica,No,Answer/report not provided,Answer/report not provided
Côte d'Ivoire,No,No,Answer/report not provided
Croatia,No,Answer/report not provided,Answer/report not provided
Cyprus,No,No,No
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,Yes,Yes
Djibouti,No,No,Answer/report not provided
Ecuador,No,No,Answer/report not provided
Egypt,Yes,Yes,Yes
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,Yes,Yes,Yes
Fiji,Yes,No,Answer/report not provided
Finland,Yes,Yes,Yes
France,No,No,Yes
Gabon,No,No,Answer/report not provided
Gambia,No,No,Answer/report not provided
Georgia,No,Answer/report not provided,Answer/report not provided
Germany,Yes,Yes,Yes
Ghana,Yes,Yes,Answer/report not provided
Greece,No,No,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,No,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,Yes,Yes
Honduras,Answer/report not provided,No,No
Hungary,No,No,No
Iceland,No,No,Answer/report not provided
India,Yes,Yes,Yes
Iran (Islamic Republic of),No,No,Answer/report not provided
Iraq,Yes,Yes,Answer/report not provided
Ireland,Yes,No,No
Israel,Answer/report not provided,Answer/report not provided,Answer/report not provided
Italy,No,Answer/report not provided,Answer/report not provided
Jamaica,Yes,Answer/report not provided,Answer/report not provided
Japan,No,No,No
Jordan,Yes,Yes,Yes
Kazakhstan,No,Answer/report not provided,Answer/report not provided
Kenya,No,Answer/report not provided,Yes
Kiribati,No,Answer/report not provided,Answer/report not provided
Kuwait,Yes,No,No
Kyrgyzstan,Yes,Yes,Answer/report not provided
Lao People's Democratic Republic,No,Answer/report not provided,Answer/report not provided
Latvia,No,No,No
Lebanon,No,Yes,Yes
Lesotho,Yes,Yes,Yes
Libyan Arab Jamahiriya,Yes,Yes,Answer/report not provided
Lithuania,No,No,No
Luxembourg,No,No,No
Madagascar,Yes,Yes,Yes
Malaysia,Yes,Yes,Yes
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,No,No,Answer/report not provided
Malta,No,No,Answer/report not provided
Marshall Islands,No,No,Yes
Mauritania,Answer/report not provided,Yes,Answer/report not provided
Mauritius,Yes,Yes,Yes
Mexico,No,No,No
Micronesia (Federated States of),Yes,Yes,Yes
Mongolia,Answer/report not provided,Yes,Yes
Montenegro,No,No,No
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Yes
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,No,Answer/report not provided
Netherlands,No,No,Yes
New Zealand,Yes,Yes,Yes
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,No,Answer/report not provided,Answer/report not provided
Niue,Yes,Answer/report not provided,Yes
Norway,Yes,Yes,Yes
Oman,No,No,No
Pakistan,Yes,Yes,Answer/report not provided
Palau,Yes,No,No
Panama,Yes,Yes,Yes
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,Yes,Yes,Answer/report not provided
Peru,No,No,Answer/report not provided
Philippines,No,Yes,Answer/report not provided
Poland,No,No,Answer/report not provided
Portugal,No,No,No
Qatar,Yes,Yes,Yes
Republic of Korea,No,No,No
Republic of Moldova,Yes,No,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,Answer/report not provided,No,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
