Party,2014,2012,2010
Afghanistan,No,No,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,Yes,Yes,Yes
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,Yes,Yes,Yes
Australia,Yes,Yes,Yes
Austria,Yes,Yes,Answer/report not provided
Azerbaijan,No,No,No
Bahamas,Yes,No,Answer/report not provided
Bahrain (Kingdom of),No,Yes,Answer/report not provided
Bangladesh,No,Yes,No
Barbados,Yes,Answer/report not provided,Answer/report not provided
Belarus,Yes,Yes,Yes
Belgium,No,No,No
Belize,No,Answer/report not provided,Answer/report not provided
Benin,Yes,Yes,Yes
Bhutan,Yes,Yes,Yes
Bolivia,Answer/report not provided,Yes,Answer/report not provided
Bosnia and Herzegovina,Yes,No,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,Yes,Answer/report not provided,Answer/report not provided
Brunei Darussalam,Yes,Yes,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,Yes,Yes,Answer/report not provided
Burundi,Answer/report not provided,Yes,Answer/report not provided
Cambodia,Yes,No,No
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Yes
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,No,Answer/report not provided
Chile,Yes,Yes,Answer/report not provided
China,Yes,Yes,Yes
Colombia,Yes,No,Answer/report not provided
Comoros,Answer/report not provided,Yes,Yes
Congo,Yes,No,Answer/report not provided
Cook Islands,Yes,Yes,Yes
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,Yes,No,Answer/report not provided
Croatia,Yes,Answer/report not provided,Answer/report not provided
Cyprus,No,No,No
Czech Republic,Yes,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,No,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,Yes,Yes
Djibouti,No,No,Answer/report not provided
Ecuador,Yes,Yes,Answer/report not provided
Egypt,Yes,Yes,Yes
El Salvador,Yes,Answer/report not provided,Answer/report not provided
Estonia,Yes,Yes,Answer/report not provided
European Union,Yes,Yes,Yes
Fiji,Yes,Yes,Answer/report not provided
Finland,Yes,Yes,Yes
France,Yes,Yes,Yes
Gabon,Yes,No,Answer/report not provided
Gambia,Yes,No,Answer/report not provided
Georgia,Yes,No,Answer/report not provided
