Party,2014,2012,2010
Afghanistan,Yes,Yes,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,Yes,Yes,Yes
Antigua and Barbuda,Yes,Yes,Answer/report not provided
Armenia,Yes,Yes,Yes
Australia,Yes,Yes,No
Austria,No,No,Answer/report not provided
Azerbaijan,No,No,No
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),Yes,No,Answer/report not provided
Bangladesh,Yes,No,Yes
Barbados,No,No,Answer/report not provided
Belarus,Yes,Yes,Yes
Belgium,No,No,No
Belize,No,Answer/report not provided,Answer/report not provided
Benin,Yes,No,No
Bhutan,Yes,No,No
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,Yes,No,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,Yes,Yes,Yes
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,Yes,Yes,Answer/report not provided
Burundi,Answer/report not provided,No,Answer/report not provided
Cambodia,No,No,No
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Yes
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,Yes,Yes,Answer/report not provided
China,Yes,Yes,Yes
Colombia,Yes,No,Answer/report not provided
Comoros,Answer/report not provided,Yes,No
Congo,No,No,Answer/report not provided
Cook Islands,Yes,Yes,Yes
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,No,No,Answer/report not provided
Croatia,No,No,Answer/report not provided
Cyprus,Yes,No,No
Czech Republic,Yes,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Yes,No,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,No,Yes
Djibouti,Yes,Yes,Answer/report not provided
Ecuador,Yes,Yes,Answer/report not provided
Egypt,Yes,Yes,Yes
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,Yes,Yes,Yes
Fiji,No,No,Answer/report not provided
Finland,Yes,Yes,Yes
France,No,No,No
Gabon,Yes,No,Answer/report not provided
Gambia,Yes,No,Answer/report not provided
Georgia,No,No,Answer/report not provided
Germany,No,No,No
Ghana,Yes,No,No
Greece,No,No,Answer/report not provided
Grenada,No,Answer/report not provided,Answer/report not provided
Guatemala,No,Yes,Answer/report not provided
Guyana,Answer/report not provided,Yes,Yes
Honduras,Yes,Yes,Yes
Hungary,No,No,No
Iceland,Yes,Yes,Answer/report not provided
India,Yes,Yes,Yes
Iran (Islamic Republic of),Yes,Yes,Answer/report not provided
Iraq,Yes,No,Answer/report not provided
Ireland,Yes,Yes,Yes
Israel,Answer/report not provided,No,Answer/report not provided
Italy,No,No,Answer/report not provided
Jamaica,Yes,Answer/report not provided,Answer/report not provided
Japan,Yes,Yes,Yes
Jordan,Yes,Yes,No
Kazakhstan,No,No,Answer/report not provided
Kenya,Yes,Answer/report not provided,Yes
Kiribati,No,Answer/report not provided,Answer/report not provided
Kuwait,Yes,Yes,Yes
Kyrgyzstan,No,No,Answer/report not provided
Lao People's Democratic Republic,Yes,Yes,Answer/report not provided
Latvia,Yes,Yes,No
Lebanon,Yes,Yes,Yes
Lesotho,No,No,No
Libyan Arab Jamahiriya,No,Yes,Answer/report not provided
Lithuania,Yes,Yes,Yes
Luxembourg,Yes,Yes,Yes
Madagascar,Yes,Yes,Yes
Malaysia,No,No,No
Maldives,Yes,Answer/report not provided,Answer/report not provided
Mali,Yes,Yes,Answer/report not provided
Malta,Yes,Yes,Yes
Marshall Islands,No,Yes,Yes
Mauritania,No,No,Answer/report not provided
Mauritius,Yes,Yes,Yes
Mexico,Yes,No,No
Micronesia (Federated States of),Yes,Yes,No
Mongolia,Yes,Yes,Yes
Montenegro,Yes,Yes,Yes
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Yes
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,Yes,Answer/report not provided
Netherlands,Yes,Yes,Yes
New Zealand,Yes,Yes,No
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,No,Answer/report not provided,Answer/report not provided
Niue,No,Answer/report not provided,No
Norway,Yes,Yes,Yes
Oman,Yes,Yes,Yes
Pakistan,Yes,Yes,Answer/report not provided
Palau,No,Yes,Answer/report not provided
Panama,Yes,Yes,Yes
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,Yes,Yes,Answer/report not provided
Philippines,Yes,Yes,Answer/report not provided
Poland,No,Yes,Answer/report not provided
Portugal,Yes,No,No
Qatar,Yes,No,Yes
Republic of Korea,Yes,Yes,Yes
Republic of Moldova,Yes,No,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,Yes,No,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,No,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,No,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Yes,Yes,No
Sao Tome and Principe,No,No,Answer/report not provided
Saudi Arabia,No,No,Answer/report not provided
Senegal,Yes,No,Answer/report not provided
Serbia,Yes,Yes,Yes
Seychelles,Yes,No,No
Sierra Leone,No,No,Answer/report not provided
Singapore,Yes,Yes,Yes
Slovakia,Yes,Yes,Yes
Slovenia,Yes,Yes,Yes
Solomon Islands,Yes,Yes,Yes
South Africa,Yes,No,Yes
Spain,Yes,Yes,Yes
Sri Lanka,Answer/report not provided,Yes,Answer/report not provided
Sudan,Answer/report not provided,No,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,Yes,Answer/report not provided
Sweden,No,No,No
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Yes
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,Yes,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Yes,Yes,No
Tonga,No,No,No
Trinidad and Tobago,No,No,No
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,Yes,Answer/report not provided,Answer/report not provided
Tuvalu,No,No,Answer/report not provided
Uganda,No,No,Answer/report not provided
Ukraine,Yes,Yes,Yes
United Arab Emirates,Yes,Yes,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,No,No,Answer/report not provided
Uruguay,Yes,Yes,Yes
Uzbekistan,Yes,Answer/report not provided,Answer/report not provided
Vanuatu,Yes,Yes,Answer/report not provided
Venezuela,Yes,Yes,Answer/report not provided
Viet Nam,Yes,No,No
Yemen,Yes,Yes,Answer/report not provided
