Party,2014,2012,2010
Afghanistan,Answer/report not provided,Indicator not used,Indicator not used
Albania,Answer/report not provided,Indicator not used,Indicator not used
Algeria,Answer/report not provided,Indicator not used,Indicator not used
Antigua and Barbuda,Answer/report not provided,Indicator not used,Indicator not used
Armenia,Answer/report not provided,Indicator not used,Indicator not used
Australia,Answer/report not provided,Indicator not used,Indicator not used
Austria,Answer/report not provided,Indicator not used,Indicator not used
Azerbaijan,Answer/report not provided,Indicator not used,Indicator not used
Bahamas,Answer/report not provided,Indicator not used,Indicator not used
Bahrain (Kingdom of),Answer/report not provided,Indicator not used,Indicator not used
Bangladesh,Answer/report not provided,Indicator not used,Indicator not used
Barbados,Answer/report not provided,Indicator not used,Indicator not used
Belarus,Answer/report not provided,Indicator not used,Indicator not used
Belgium,Answer/report not provided,Indicator not used,Indicator not used
Belize,Answer/report not provided,Indicator not used,Indicator not used
Benin,Grâce aux directives de l’article 11 nous avons prévus dans notre nouveau projet de loi des images comme avertissement sanitaire sur les paquets de cigarettes la majorité de la population est analphabète et ne comprend pas les avertissements sanitaires écrits sur le paquet actuellement,Indicator not used,Indicator not used
Bhutan,Answer/report not provided,Indicator not used,Indicator not used
Bolivia,Answer/report not provided,Indicator not used,Indicator not used
Bosnia and Herzegovina,Answer/report not provided,Indicator not used,Indicator not used
Botswana,Answer/report not provided,Indicator not used,Indicator not used
Brazil,Answer/report not provided,Indicator not used,Indicator not used
Brunei Darussalam,Answer/report not provided,Indicator not used,Indicator not used
Bulgaria,Answer/report not provided,Indicator not used,Indicator not used
Burkina Faso,Answer/report not provided,Indicator not used,Indicator not used
Burundi,Answer/report not provided,Indicator not used,Indicator not used
Cambodia,Answer/report not provided,Indicator not used,Indicator not used
Cameroon,Answer/report not provided,Indicator not used,Indicator not used
Canada,Answer/report not provided,Indicator not used,Indicator not used
Central African Republic,Answer/report not provided,Indicator not used,Indicator not used
Chad,Answer/report not provided,Indicator not used,Indicator not used
Chile,Durante la discusión del proyecto de reforma de la Ley de Tabaco que derivó en la aprobación de la Ley 20.660 que modifica la ley 19.419. las directrices del convenio marco fueron entregadas y utilizadas como mecanismo para dirimir discrepancias en las discusiones de la Comisión de Salud de la Cámara de Diputados. de la Comisión de Salud de la Cámara del Senado. como en las diversas comisiones que así lo requiriesen. Los defensores de la Nueva Ley de tabaco utilizaron las directrices entre sus argumentos a favor de una nueva legislación en sus presentaciones en sala. Las definiciones y acciones plasmadas en el artículo 6° y 9° de la Ley fueron sacadas del Convenio y de las Directrices del Convenio.,Indicator not used,Indicator not used
China,Answer/report not provided,Indicator not used,Indicator not used
Colombia,Las directrices para el articulo 11 han sido utilizadas específicamente en los argumentos presentados en los pleitos judiciales. defendiendo las medidas relativas al retiro de las frases promocionales que ha utilizado el Ministerio de Salud.,Indicator not used,Indicator not used
Comoros,Answer/report not provided,Indicator not used,Indicator not used
Congo,Answer/report not provided,Indicator not used,Indicator not used
Cook Islands,Answer/report not provided,Indicator not used,Indicator not used
Costa Rica,Ley 9028 y sus reglamentos,Indicator not used,Indicator not used
Côte d'Ivoire,Answer/report not provided,Indicator not used,Indicator not used
Croatia,Answer/report not provided,Indicator not used,Indicator not used
Cyprus,Answer/report not provided,Indicator not used,Indicator not used
Czech Republic,Answer/report not provided,Indicator not used,Indicator not used
Democratic People's Republic of Korea,Answer/report not provided,Indicator not used,Indicator not used
Democratic Republic of the Congo,Answer/report not provided,Indicator not used,Indicator not used
Denmark,Answer/report not provided,Indicator not used,Indicator not used
Djibouti,Answer/report not provided,Indicator not used,Indicator not used
Ecuador,"Los contenidos de los mensajes y los pictogramas se refieren a varios temas relacionados con los daños que produce el tabaco: afectación a los diferentes órganos del cuerpo. afectación a la economía. la naturaleza adictiva del tabaco. afectación a los niños y a las mujeres que están embarazadas.
El Equipo Técnico de Control de Tabaco del Nivel Central y los comisarios de salud provincial realizan el monitoreo y control de las advertencias sanitarias en los empaquetados y etiquetados de los productos de tabaco se cumplan de acuerdo a la ronda correspondiente. Ello permite detectar más fácilmente productos de contrabando. 
El Ministerio de Salud Pública creó el correo electrónico: denuncias.tabaco@msp.gob.ec para que la ciudadanía de a conocer el incumplimiento de algún artículo de la Ley Orgánica para la Regulación y Control del Tabaco (Art. 18.- Del empaquetado y etiquetado). 
En el año 2012 el Equipo Técnico de Tabaco del Ministerio de Salud Pública realizó la encuesta de percepción de impacto de las advertencias sanitarias correspondientes a la Primera Ronda. La encuesta se aplicó a 1011 personas de 12 años y más. Los resultados nos indican que las advertencias sanitarias que reflejan los daños más graves a la salud y a su vez tienen las imágenes más reales. son las que más impactan en la población. especialmente a mujeres. un pictograma sobre cáncer de laringe y traqueotomía es el de más alto impacto. 80.1% de las mujeres y 67.9% de los hombres. Se adjunta presentación en power point",Indicator not used,Indicator not used
Egypt,Answer/report not provided,Indicator not used,Indicator not used
El Salvador,Answer/report not provided,Indicator not used,Indicator not used
Estonia,Answer/report not provided,Indicator not used,Indicator not used
European Union,Answer/report not provided,Indicator not used,Indicator not used
Fiji,Answer/report not provided,Indicator not used,Indicator not used
Finland,Answer/report not provided,Indicator not used,Indicator not used
France,Answer/report not provided,Indicator not used,Indicator not used
Gabon,Answer/report not provided,Indicator not used,Indicator not used
Gambia,Answer/report not provided,Indicator not used,Indicator not used
Georgia,Answer/report not provided,Indicator not used,Indicator not used
Germany,Answer/report not provided,Indicator not used,Indicator not used
Ghana,Answer/report not provided,Indicator not used,Indicator not used
Greece,Answer/report not provided,Indicator not used,Indicator not used
Grenada,Guidelines taken into consideration when drafting legislations,Indicator not used,Indicator not used
Guatemala,Answer/report not provided,Indicator not used,Indicator not used
Guyana,Answer/report not provided,Indicator not used,Indicator not used
Honduras,Las empresas productoras o importadoras de productos de tabaco están obligadas a solicitar cada seis meses a la Dirección General del Instituto Hondureño para la Prevención del Alcoholismo. Drogadicción y Farmacodependencia IHADFA las nuevas imágenes o pictogramas y los mensajes de advertencia.,Indicator not used,Indicator not used
Hungary,For point 3.2.5.13: from emmission tar. nicotine and carbone-monoxide shall be depicted on the packaging.,Indicator not used,Indicator not used
Iceland,Answer/report not provided,Indicator not used,Indicator not used
India,The guidelines have been referred to while developing the pack warnings.,Indicator not used,Indicator not used
Iran (Islamic Republic of),Answer/report not provided,Indicator not used,Indicator not used
