Party,2014,2012,2010
Afghanistan,No,No,Answer/report not provided
Albania,Yes,No,Answer/report not provided
Algeria,No,No,Answer/report not provided
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,Yes,Yes,Yes
Australia,Yes,Yes,Answer/report not provided
Austria,No,No,Answer/report not provided
Azerbaijan,No,Answer/report not provided,Answer/report not provided
Bahamas,No,Yes,Answer/report not provided
Bahrain (Kingdom of),No,No,Answer/report not provided
Bangladesh,No,No,No
Barbados,No,Answer/report not provided,Answer/report not provided
Belarus,Yes,No,No
Belgium,No,No,No
Belize,No,Answer/report not provided,Answer/report not provided
Benin,No,No,No
Bhutan,No,Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,No,No,Answer/report not provided
Botswana,Answer/report not provided,No,Answer/report not provided
Brazil,No,No,No
Brunei Darussalam,Yes,Yes,Answer/report not provided
Bulgaria,No,No,No
Burkina Faso,No,No,Answer/report not provided
Burundi,Answer/report not provided,Yes,Answer/report not provided
Cambodia,No,No,Yes
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,No,No,No
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,No,Answer/report not provided
Chile,No,No,Answer/report not provided
China,No,No,No
Colombia,No,No,Answer/report not provided
Comoros,Answer/report not provided,Answer/report not provided,No
Congo,No,No,Answer/report not provided
Cook Islands,Yes,No,Yes
Costa Rica,No,No,Answer/report not provided
Côte d'Ivoire,No,No,Answer/report not provided
Croatia,No,Answer/report not provided,Answer/report not provided
Cyprus,No,Yes,Yes
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,No,No,No
Djibouti,Answer/report not provided,No,Answer/report not provided
Ecuador,No,No,Answer/report not provided
Egypt,No,No,Answer/report not provided
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,No,No,Answer/report not provided
Fiji,No,No,Answer/report not provided
Finland,No,Answer/report not provided,No
France,No,No,Answer/report not provided
Gabon,No,No,Answer/report not provided
Gambia,No,Yes,Answer/report not provided
Georgia,Yes,Yes,Answer/report not provided
Germany,No,No,Answer/report not provided
Ghana,No,Answer/report not provided,No
Greece,No,No,Answer/report not provided
Grenada,No,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,No,Answer/report not provided
Guyana,Answer/report not provided,No,Answer/report not provided
Honduras,No,Yes,Yes
Hungary,No,No,No
Iceland,Yes,Yes,Answer/report not provided
India,Yes,No,No
Iran (Islamic Republic of),No,Answer/report not provided,Answer/report not provided
Iraq,Yes,Answer/report not provided,Answer/report not provided
Ireland,No,No,No
Israel,Answer/report not provided,No,Answer/report not provided
Italy,No,No,Answer/report not provided
Jamaica,No,Answer/report not provided,Answer/report not provided
Japan,Yes,Yes,Yes
Jordan,Answer/report not provided,No,Answer/report not provided
Kazakhstan,Yes,Yes,Answer/report not provided
Kenya,No,Answer/report not provided,No
Kiribati,No,Answer/report not provided,Answer/report not provided
Kuwait,Yes,Yes,Yes
Kyrgyzstan,No,No,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,No,Answer/report not provided
Latvia,No,Yes,No
Lebanon,Answer/report not provided,No,Answer/report not provided
Lesotho,Answer/report not provided,No,No
Libyan Arab Jamahiriya,No,No,Answer/report not provided
Lithuania,Answer/report not provided,No,No
Luxembourg,No,No,No
Madagascar,No,No,No
Malaysia,No,No,No
Maldives,No,Answer/report not provided,Answer/report not provided
Mali,No,No,Answer/report not provided
Malta,No,No,No
Marshall Islands,Yes,Answer/report not provided,Answer/report not provided
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,Yes,Yes,Yes
Mexico,No,No,Answer/report not provided
Micronesia (Federated States of),No,Answer/report not provided,No
Mongolia,Yes,Yes,No
Montenegro,No,No,No
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,Yes,Answer/report not provided
Netherlands,No,No,No
New Zealand,No,No,No
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,No,Answer/report not provided,Answer/report not provided
Niue,No,Answer/report not provided,Yes
Norway,No,No,No
Oman,No,Yes,Yes
Pakistan,No,No,Answer/report not provided
Palau,Yes,No,Answer/report not provided
Panama,No,No,No
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,No,Answer/report not provided,Answer/report not provided
Philippines,No,No,Answer/report not provided
Poland,No,No,Answer/report not provided
Portugal,No,No,No
Qatar,Answer/report not provided,No,No
Republic of Korea,No,Answer/report not provided,No
Republic of Moldova,No,No,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,No,No,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,No,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,No,Answer/report not provided
Sao Tome and Principe,No,No,Answer/report not provided
Saudi Arabia,No,Yes,Answer/report not provided
Senegal,No,No,Answer/report not provided
Serbia,No,No,Answer/report not provided
Seychelles,No,No,Answer/report not provided
Sierra Leone,No,No,Answer/report not provided
Singapore,Yes,Yes,Yes
Slovakia,No,No,No
Slovenia,No,No,Yes
Solomon Islands,Yes,No,No
South Africa,Yes,Yes,Yes
Spain,No,No,No
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,No,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,Yes,Answer/report not provided
Sweden,No,No,No
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,No
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,No,No,No
The former Yugoslav Republic of Macedonia,No,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,No,Answer/report not provided
Tonga,Yes,Yes,Yes
Trinidad and Tobago,No,No,Yes
Tunisia,No,No,Answer/report not provided
Turkey,No,No,No
Turkmenistan,Yes,Answer/report not provided,Answer/report not provided
Tuvalu,No,Answer/report not provided,Answer/report not provided
Uganda,No,Yes,Answer/report not provided
Ukraine,Yes,No,No
United Arab Emirates,No,No,Answer/report not provided
United Kingdom,No,No,No
United Republic of Tanzania,No,Answer/report not provided,Answer/report not provided
Uruguay,No,Answer/report not provided,Answer/report not provided
Uzbekistan,Yes,Answer/report not provided,Answer/report not provided
Vanuatu,No,Answer/report not provided,Answer/report not provided
Venezuela,No,Yes,Answer/report not provided
Viet Nam,No,No,No
Yemen,Yes,Answer/report not provided,Answer/report not provided
