Party,2014,2012,2010
Afghanistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Albania,No,No,Answer/report not provided
Algeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Australia,Yes,Yes,Yes
Austria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Azerbaijan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahamas,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahrain (Kingdom of),Yes,No,Answer/report not provided
Bangladesh,No,No,Answer/report not provided
Barbados,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belarus,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belgium,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belize,No,Answer/report not provided,Answer/report not provided
Benin,No,Answer/report not provided,Answer/report not provided
Bhutan,No,No,Answer/report not provided
Bolivia,Answer/report not provided,Yes,Answer/report not provided
Bosnia and Herzegovina,Answer/report not provided,Answer/report not provided,Answer/report not provided
Botswana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brazil,No,No,No
Brunei Darussalam,Yes,Yes,Answer/report not provided
Bulgaria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Burkina Faso,Yes,No,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,Yes,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Yes
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,No,Answer/report not provided
Chile,Yes,No,Answer/report not provided
China,Answer/report not provided,Answer/report not provided,Answer/report not provided
Colombia,Yes,Yes,Answer/report not provided
Comoros,Answer/report not provided,Yes,No
Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cook Islands,No,Yes,Answer/report not provided
Costa Rica,Answer/report not provided,Answer/report not provided,Answer/report not provided
