Party,2014,2012,2010
Afghanistan,18,18,Answer/report not provided
Albania,18,18,Answer/report not provided
Algeria,Answer/report not provided,18,Answer/report not provided
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,18,Answer/report not provided,18
Australia,18,18,18
Austria,16,16,Answer/report not provided
Azerbaijan,18,18,18
Bahamas,18,18,Answer/report not provided
Bahrain (Kingdom of),18,18,Answer/report not provided
Bangladesh,Answer/report not provided,18,16
Barbados,18,18,Answer/report not provided
Belarus,18,0,18
Belgium,Answer/report not provided,16,16
Belize,18,Answer/report not provided,Answer/report not provided
Benin,Answer/report not provided,18,Answer/report not provided
Bhutan,18,Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,18,Answer/report not provided
Bosnia and Herzegovina,18,18,Answer/report not provided
Botswana,Answer/report not provided,18,Answer/report not provided
Brazil,18,18,18
Brunei Darussalam,18,18,Answer/report not provided
Bulgaria,18,18,18
Burkina Faso,Answer/report not provided,18,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Canada,18,18,18
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,18,Answer/report not provided
Chile,Answer/report not provided,Answer/report not provided,Answer/report not provided
China,18,18,18
Colombia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Comoros,Answer/report not provided,Answer/report not provided,Answer/report not provided
Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cook Islands,18,18,18
Costa Rica,18,Answer/report not provided,Answer/report not provided
Côte d'Ivoire,Answer/report not provided,Answer/report not provided,Answer/report not provided
Croatia,18,18,Answer/report not provided
Cyprus,18,Answer/report not provided,Answer/report not provided
Czech Republic,18,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,16,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,18,Answer/report not provided,18
Djibouti,18,16,Answer/report not provided
Ecuador,Answer/report not provided,18,Answer/report not provided
Egypt,18,Answer/report not provided,Answer/report not provided
El Salvador,18,Answer/report not provided,Answer/report not provided
Estonia,18,18,Answer/report not provided
European Union,Answer/report not provided,Answer/report not provided,Answer/report not provided
Fiji,18,18,Answer/report not provided
Finland,18,18,18
France,Answer/report not provided,Answer/report not provided,Answer/report not provided
Gabon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Gambia,Answer/report not provided,16,Answer/report not provided
Georgia,18,18,Answer/report not provided
Germany,18,18,18
Ghana,18,Answer/report not provided,Answer/report not provided
Greece,18,18,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,18,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Honduras,21,21,21
Hungary,18,18,18
Iceland,18,18,Answer/report not provided
India,18,18,18
Iran (Islamic Republic of),18,18,Answer/report not provided
Iraq,18,18,Answer/report not provided
Ireland,18,18,18
Israel,Answer/report not provided,18,Answer/report not provided
