Party,2014,2012,2010
Afghanistan,Answer/report not provided,Indicator not used,Indicator not used
Albania,Answer/report not provided,Indicator not used,Indicator not used
Algeria,Answer/report not provided,Indicator not used,Indicator not used
Antigua and Barbuda,Answer/report not provided,Indicator not used,Indicator not used
Armenia,Answer/report not provided,Indicator not used,Indicator not used
Australia,The regulation impact statement will take into account the guidelines for implementation of Articles 9 and 10 of the WHO FCTC.,Indicator not used,Indicator not used
Austria,Answer/report not provided,Indicator not used,Indicator not used
Azerbaijan,Answer/report not provided,Indicator not used,Indicator not used
Bahamas,Answer/report not provided,Indicator not used,Indicator not used
Bahrain (Kingdom of),Answer/report not provided,Indicator not used,Indicator not used
Bangladesh,Answer/report not provided,Indicator not used,Indicator not used
Barbados,Answer/report not provided,Indicator not used,Indicator not used
Belarus,Answer/report not provided,Indicator not used,Indicator not used
Belgium,Answer/report not provided,Indicator not used,Indicator not used
Belize,Answer/report not provided,Indicator not used,Indicator not used
Benin,Answer/report not provided,Indicator not used,Indicator not used
Bhutan,Answer/report not provided,Indicator not used,Indicator not used
Bolivia,Answer/report not provided,Indicator not used,Indicator not used
Bosnia and Herzegovina,Answer/report not provided,Indicator not used,Indicator not used
Botswana,Answer/report not provided,Indicator not used,Indicator not used
Brazil,Answer/report not provided,Indicator not used,Indicator not used
Brunei Darussalam,Answer/report not provided,Indicator not used,Indicator not used
Bulgaria,Answer/report not provided,Indicator not used,Indicator not used
Burkina Faso,Answer/report not provided,Indicator not used,Indicator not used
Burundi,Answer/report not provided,Indicator not used,Indicator not used
Cambodia,Answer/report not provided,Indicator not used,Indicator not used
Cameroon,Answer/report not provided,Indicator not used,Indicator not used
Canada,Answer/report not provided,Indicator not used,Indicator not used
Central African Republic,Answer/report not provided,Indicator not used,Indicator not used
Chad,Answer/report not provided,Indicator not used,Indicator not used
Chile,Las directrices del convenio marco se han utilizado en los antecedentes y redacción de proyectos de regulación de contenidos de productos de tabaco. No se han aprobado a la fecha reglamentos asociados a la prohibición o control de productos.,Indicator not used,Indicator not used
China,Answer/report not provided,Indicator not used,Indicator not used
Colombia,Answer/report not provided,Indicator not used,Indicator not used
Comoros,Answer/report not provided,Indicator not used,Indicator not used
Congo,Answer/report not provided,Indicator not used,Indicator not used
Cook Islands,Answer/report not provided,Indicator not used,Indicator not used
Costa Rica,Se anexan Ley 9028 y sus reglamentos,Indicator not used,Indicator not used
Côte d'Ivoire,Answer/report not provided,Indicator not used,Indicator not used
Croatia,Answer/report not provided,Indicator not used,Indicator not used
Cyprus,Answer/report not provided,Indicator not used,Indicator not used
Czech Republic,Answer/report not provided,Indicator not used,Indicator not used
Democratic People's Republic of Korea,Answer/report not provided,Indicator not used,Indicator not used
Democratic Republic of the Congo,Answer/report not provided,Indicator not used,Indicator not used
Denmark,Answer/report not provided,Indicator not used,Indicator not used
Djibouti,Answer/report not provided,Indicator not used,Indicator not used
Ecuador,Answer/report not provided,Indicator not used,Indicator not used
Egypt,Answer/report not provided,Indicator not used,Indicator not used
El Salvador,Answer/report not provided,Indicator not used,Indicator not used
Estonia,Answer/report not provided,Indicator not used,Indicator not used
European Union,Answer/report not provided,Indicator not used,Indicator not used
Fiji,Answer/report not provided,Indicator not used,Indicator not used
Finland,Answer/report not provided,Indicator not used,Indicator not used
France,Answer/report not provided,Indicator not used,Indicator not used
Gabon,Answer/report not provided,Indicator not used,Indicator not used
Gambia,Answer/report not provided,Indicator not used,Indicator not used
Georgia,Answer/report not provided,Indicator not used,Indicator not used
Germany,Answer/report not provided,Indicator not used,Indicator not used
Ghana,Answer/report not provided,Indicator not used,Indicator not used
Greece,Answer/report not provided,Indicator not used,Indicator not used
Grenada,Answer/report not provided,Indicator not used,Indicator not used
Guatemala,Answer/report not provided,Indicator not used,Indicator not used
Guyana,Answer/report not provided,Indicator not used,Indicator not used
Honduras,El Instituto Hondureño para la Prevención del Alcoholismo. Drogadicción y Farmacodependencia IHADFA está en la mayor disposición de realizar los análisis y medición del contenido de los productos de tabaco. así como. el análisis y medición de las emisiones de los productos de tabaco. por lo que. si la Organización Mundial de la Salud apoyase dicha labor sería un magnífico aporte,Indicator not used,Indicator not used
Hungary,Answer/report not provided,Indicator not used,Indicator not used
Iceland,Answer/report not provided,Indicator not used,Indicator not used
India,Answer/report not provided,Indicator not used,Indicator not used
Iran (Islamic Republic of),"Article 18 of the Act requires the Iran Tobacco Company to comply with the national standards in production and supply of tobacco products. The Iran Standard and Research Institute (ISRI) developed 57 standards for tobacco products in accordance with the relevant ISO standards and required testing for tar nicotine carbon monoxide alkaloids and nitrate. These tests have been agreed with Iran Tobacco Company. Due to lack of laboratory facilities for the testing of tobacco products in ISRI and the Ministry of Health and Medical Education the testing of tobacco products is carried out either in the laboratory of the Iran Tobacco Company or in a foreign laboratory chosen by the industry. 17 

The Bylaw in its Article 22 mandates the Ministry of Health and Medical Education to provide the necessary facilities and laboratory equipment for the assessment of the materials and compounds contained in and emitted by tobacco products. Due to the current sanctions against I.R. Iran access to sophisticated laboratory equipment causes problems in equipping reference laboratories for the Ministry of Health and Medical Education. 
The Conference of the Parties at its fourth and fifth sessions adopted partial guidelines for the implementation of Articles 9 and 10 of the Convention which Parties can use to develop their own regulations and standards. 
According to the needs assessment of the FCTC some gaps identified in implementation of Articles 9 as follow: 
1. The partial guidelines for the implementation of Articles 9 and 10 adopted by the Conference of the Parties have not been used in the development of the national regulations and standards concerning contents emissions and disclosures of tobacco products including the banning of additives as a strong public health measure. 
2. The national standards on tobacco products are limited to the scope of constituents to harmful constituents such as tar nicotine and carbon monoxide. 
3. The competent authority does not have exclusive laboratory facilities for the testing of tobacco products.",Indicator not used,Indicator not used
Iraq,Answer/report not provided,Indicator not used,Indicator not used
Ireland,Answer/report not provided,Indicator not used,Indicator not used
Israel,Answer/report not provided,Indicator not used,Indicator not used
Italy,Answer/report not provided,Indicator not used,Indicator not used
Jamaica,Answer/report not provided,Indicator not used,Indicator not used
Japan,Ministry of Health Labour and Welfare sets Technical Committee for Health Risk Assessment of Tobacco.,Indicator not used,Indicator not used
Jordan,The Jordanian standards for cigarettes have been modified (No. 446/2012) to determine the percentage of CO2 in addition to the development of Standard Tobacco Molasses in which there have been identified additives and the percentage of glycerol which is under the legal action will be issued mid-2014.,Indicator not used,Indicator not used
