Party,2014,2012,2010
Afghanistan,No,Indicator not used,Indicator not used
Albania,Yes,Indicator not used,Indicator not used
Algeria,Yes,Indicator not used,Indicator not used
Antigua and Barbuda,No,Indicator not used,Indicator not used
Armenia,Yes,Indicator not used,Indicator not used
Australia,Yes,Indicator not used,Indicator not used
Austria,Yes,Indicator not used,Indicator not used
Azerbaijan,No,Indicator not used,Indicator not used
Bahamas,No,Indicator not used,Indicator not used
Bahrain (Kingdom of),Yes,Indicator not used,Indicator not used
Bangladesh,Yes,Indicator not used,Indicator not used
Barbados,No,Indicator not used,Indicator not used
Belarus,Yes,Indicator not used,Indicator not used
Belgium,Yes,Indicator not used,Indicator not used
Belize,No,Indicator not used,Indicator not used
Benin,Yes,Indicator not used,Indicator not used
Bhutan,Yes,Indicator not used,Indicator not used
Bolivia,Answer/report not provided,Indicator not used,Indicator not used
Bosnia and Herzegovina,Yes,Indicator not used,Indicator not used
Botswana,Answer/report not provided,Indicator not used,Indicator not used
Brazil,No,Indicator not used,Indicator not used
Brunei Darussalam,No,Indicator not used,Indicator not used
Bulgaria,No,Indicator not used,Indicator not used
Burkina Faso,Yes,Indicator not used,Indicator not used
Burundi,Answer/report not provided,Indicator not used,Indicator not used
Cambodia,Yes,Indicator not used,Indicator not used
Cameroon,Answer/report not provided,Indicator not used,Indicator not used
Canada,Yes,Indicator not used,Indicator not used
Central African Republic,Answer/report not provided,Indicator not used,Indicator not used
Chad,Answer/report not provided,Indicator not used,Indicator not used
Chile,No,Indicator not used,Indicator not used
China,Yes,Indicator not used,Indicator not used
Colombia,No,Indicator not used,Indicator not used
Comoros,Answer/report not provided,Indicator not used,Indicator not used
Congo,No,Indicator not used,Indicator not used
Cook Islands,Yes,Indicator not used,Indicator not used
Costa Rica,No,Indicator not used,Indicator not used
Côte d'Ivoire,No,Indicator not used,Indicator not used
Croatia,Yes,Indicator not used,Indicator not used
Cyprus,Yes,Indicator not used,Indicator not used
Czech Republic,Yes,Indicator not used,Indicator not used
Democratic People's Republic of Korea,Yes,Indicator not used,Indicator not used
Democratic Republic of the Congo,Answer/report not provided,Indicator not used,Indicator not used
Denmark,Yes,Indicator not used,Indicator not used
Djibouti,Yes,Indicator not used,Indicator not used
Ecuador,Yes,Indicator not used,Indicator not used
Egypt,No,Indicator not used,Indicator not used
El Salvador,Answer/report not provided,Indicator not used,Indicator not used
Estonia,Yes,Indicator not used,Indicator not used
European Union,No,Indicator not used,Indicator not used
Fiji,No,Indicator not used,Indicator not used
Finland,Yes,Indicator not used,Indicator not used
France,Answer/report not provided,Indicator not used,Indicator not used
Gabon,Yes,Indicator not used,Indicator not used
Gambia,No,Indicator not used,Indicator not used
Georgia,No,Indicator not used,Indicator not used
Germany,Answer/report not provided,Indicator not used,Indicator not used
Ghana,No,Indicator not used,Indicator not used
Greece,Yes,Indicator not used,Indicator not used
Grenada,No,Indicator not used,Indicator not used
Guatemala,No,Indicator not used,Indicator not used
Guyana,Answer/report not provided,Indicator not used,Indicator not used
Honduras,No,Indicator not used,Indicator not used
Hungary,No,Indicator not used,Indicator not used
Iceland,No,Indicator not used,Indicator not used
India,No,Indicator not used,Indicator not used
Iran (Islamic Republic of),Yes,Indicator not used,Indicator not used
Iraq,No,Indicator not used,Indicator not used
Ireland,Yes,Indicator not used,Indicator not used
Israel,Answer/report not provided,Indicator not used,Indicator not used
Italy,Yes,Indicator not used,Indicator not used
Jamaica,No,Indicator not used,Indicator not used
Japan,Yes,Indicator not used,Indicator not used
Jordan,Yes,Indicator not used,Indicator not used
Kazakhstan,Yes,Indicator not used,Indicator not used
Kenya,Yes,Indicator not used,Indicator not used
Kiribati,Yes,Indicator not used,Indicator not used
Kuwait,No,Indicator not used,Indicator not used
Kyrgyzstan,No,Indicator not used,Indicator not used
Lao People's Democratic Republic,No,Indicator not used,Indicator not used
Latvia,Yes,Indicator not used,Indicator not used
Lebanon,No,Indicator not used,Indicator not used
Lesotho,Answer/report not provided,Indicator not used,Indicator not used
Libyan Arab Jamahiriya,No,Indicator not used,Indicator not used
Lithuania,Yes,Indicator not used,Indicator not used
Luxembourg,Yes,Indicator not used,Indicator not used
Madagascar,Yes,Indicator not used,Indicator not used
Malaysia,No,Indicator not used,Indicator not used
Maldives,No,Indicator not used,Indicator not used
Mali,No,Indicator not used,Indicator not used
Malta,Answer/report not provided,Indicator not used,Indicator not used
Marshall Islands,No,Indicator not used,Indicator not used
Mauritania,No,Indicator not used,Indicator not used
Mauritius,No,Indicator not used,Indicator not used
Mexico,Yes,Indicator not used,Indicator not used
Micronesia (Federated States of),No,Indicator not used,Indicator not used
Mongolia,No,Indicator not used,Indicator not used
Montenegro,Yes,Indicator not used,Indicator not used
Myanmar,No,Indicator not used,Indicator not used
Namibia,Answer/report not provided,Indicator not used,Indicator not used
Nauru,Answer/report not provided,Indicator not used,Indicator not used
Nepal,Yes,Indicator not used,Indicator not used
Netherlands,Yes,Indicator not used,Indicator not used
New Zealand,No,Indicator not used,Indicator not used
Niger,Answer/report not provided,Indicator not used,Indicator not used
Nigeria,Yes,Indicator not used,Indicator not used
