Party,2014,2012,2010
Afghanistan,Answer/report not provided,No,Answer/report not provided
Albania,No,No,Answer/report not provided
Algeria,No,No,No
Antigua and Barbuda,Yes,Yes,Answer/report not provided
Armenia,No,No,No
Australia,No,No,Answer/report not provided
Austria,No,No,Answer/report not provided
Azerbaijan,No,Yes,Yes
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),No,No,Answer/report not provided
Bangladesh,Yes,Yes,Answer/report not provided
Barbados,Yes,Yes,Answer/report not provided
Belarus,Yes,Yes,Answer/report not provided
Belgium,Answer/report not provided,No,No
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,No,Yes,Yes
Bhutan,Yes,Yes,Yes
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,No,No,Answer/report not provided
Botswana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brazil,No,No,No
Brunei Darussalam,Yes,Yes,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,Yes,No,Answer/report not provided
Burundi,Answer/report not provided,No,Answer/report not provided
Cambodia,Yes,Yes,Yes
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,No,No,No
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,Yes,Yes,Answer/report not provided
China,Yes,No,No
Colombia,Yes,No,Answer/report not provided
Comoros,Answer/report not provided,No,No
Congo,Answer/report not provided,No,Answer/report not provided
Cook Islands,Yes,Yes,Yes
Costa Rica,No,Yes,Answer/report not provided
Côte d'Ivoire,Yes,No,Answer/report not provided
Croatia,No,Yes,Answer/report not provided
Cyprus,No,No,No
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,Yes,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,No,Yes,No
Djibouti,Answer/report not provided,No,Answer/report not provided
Ecuador,Yes,Yes,Answer/report not provided
Egypt,No,Yes,Answer/report not provided
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,No,No,Answer/report not provided
Fiji,Yes,Yes,Answer/report not provided
Finland,No,No,Answer/report not provided
France,Answer/report not provided,No,No
Gabon,No,No,Answer/report not provided
Gambia,Yes,No,Answer/report not provided
Georgia,Yes,No,Answer/report not provided
Germany,No,No,No
Ghana,Yes,Yes,No
Greece,No,No,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,No,Yes,Answer/report not provided
Guyana,Answer/report not provided,Yes,Yes
Honduras,No,Answer/report not provided,Answer/report not provided
Hungary,No,No,No
Iceland,Yes,Yes,Answer/report not provided
India,Yes,Yes,Yes
Iran (Islamic Republic of),No,No,Answer/report not provided
Iraq,Yes,Yes,Answer/report not provided
Ireland,No,No,No
Israel,Answer/report not provided,No,Answer/report not provided
Italy,No,Answer/report not provided,Answer/report not provided
Jamaica,Yes,Answer/report not provided,Answer/report not provided
Japan,No,No,Answer/report not provided
Jordan,Yes,Yes,Answer/report not provided
Kazakhstan,No,No,Answer/report not provided
Kenya,Yes,Answer/report not provided,Yes
Kiribati,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kuwait,Yes,Answer/report not provided,Answer/report not provided
Kyrgyzstan,Yes,Yes,Answer/report not provided
Lao People's Democratic Republic,Yes,Yes,Answer/report not provided
Latvia,No,No,No
Lebanon,Yes,Yes,Yes
Lesotho,Answer/report not provided,Answer/report not provided,No
Libyan Arab Jamahiriya,Yes,Yes,Answer/report not provided
Lithuania,No,No,No
Luxembourg,No,No,No
Madagascar,Yes,Yes,Yes
Malaysia,No,No,No
Maldives,Yes,Answer/report not provided,Answer/report not provided
Mali,No,No,Answer/report not provided
Malta,No,No,No
Marshall Islands,Yes,No,Yes
Mauritania,No,Answer/report not provided,Answer/report not provided
Mauritius,Yes,Yes,Yes
Mexico,No,Yes,Yes
Micronesia (Federated States of),No,No,Answer/report not provided
Mongolia,Yes,Yes,Yes
Montenegro,No,No,No
