Party,2014,2012,2010
Afghanistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Albania,No,No,Answer/report not provided
Algeria,No,No,No
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,No,No,No
Australia,Yes,Yes,Yes
Austria,No,No,Answer/report not provided
Azerbaijan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),Yes,No,Answer/report not provided
Bangladesh,Answer/report not provided,No,Answer/report not provided
Barbados,No,No,Answer/report not provided
Belarus,Answer/report not provided,No,Yes
Belgium,No,No,No
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,No,No,No
Bhutan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,Yes,No,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,Yes,No,No
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,No,No,No
Burkina Faso,No,No,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Yes
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,No,Answer/report not provided
Chile,Answer/report not provided,Answer/report not provided,Answer/report not provided
China,No,Answer/report not provided,Answer/report not provided
Colombia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Comoros,Answer/report not provided,Answer/report not provided,No
Congo,No,No,Answer/report not provided
Cook Islands,No,Yes,Yes
Costa Rica,No,Yes,Answer/report not provided
Côte d'Ivoire,No,Answer/report not provided,Answer/report not provided
Croatia,No,Answer/report not provided,Answer/report not provided
Cyprus,No,No,No
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,No,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Yes,Yes,Yes
