Party,2014,2012,2010
Afghanistan,Answer/report not provided,No,Answer/report not provided
Albania,Yes,Yes,Answer/report not provided
Algeria,Yes,No,No
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,No,No,No
Australia,No,No,No
Austria,Yes,Yes,Answer/report not provided
Azerbaijan,No,Answer/report not provided,Answer/report not provided
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,Yes,Yes,Yes
Barbados,No,No,Answer/report not provided
Belarus,No,Yes,Yes
Belgium,No,No,No
Belize,No,Answer/report not provided,Answer/report not provided
Benin,No,No,No
Bhutan,Answer/report not provided,Answer/report not provided,No
Bolivia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bosnia and Herzegovina,No,No,Answer/report not provided
Botswana,Answer/report not provided,Yes,Answer/report not provided
Brazil,Yes,Yes,Yes
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,Yes,Yes,Yes
Burkina Faso,Yes,Answer/report not provided,Answer/report not provided
Burundi,Answer/report not provided,Yes,Answer/report not provided
Cambodia,Yes,Answer/report not provided,Answer/report not provided
Cameroon,Yes,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Yes
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,No,No,Answer/report not provided
China,No,No,No
Colombia,No,No,Answer/report not provided
Comoros,Answer/report not provided,No,Answer/report not provided
Congo,Yes,No,Answer/report not provided
Cook Islands,Yes,No,No
Costa Rica,Yes,Answer/report not provided,Answer/report not provided
Côte d'Ivoire,Yes,Yes,Answer/report not provided
Croatia,Yes,Yes,Answer/report not provided
Cyprus,No,No,No
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Yes,No,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,No,No,No
Djibouti,No,No,Answer/report not provided
Ecuador,No,No,Answer/report not provided
Egypt,Yes,Yes,No
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,Yes,No,No
Fiji,No,Yes,Answer/report not provided
Finland,Yes,Yes,Yes
France,No,No,No
Gabon,No,Yes,Answer/report not provided
Gambia,Yes,No,Answer/report not provided
Georgia,No,No,Answer/report not provided
Germany,No,No,No
Ghana,Yes,No,Answer/report not provided
Greece,No,No,Answer/report not provided
Grenada,No,Answer/report not provided,Answer/report not provided
Guatemala,No,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,Yes,Yes
Honduras,Yes,No,No
Hungary,No,No,No
Iceland,No,No,Answer/report not provided
India,No,No,Yes
Iran (Islamic Republic of),Yes,No,Answer/report not provided
Iraq,Yes,Yes,Answer/report not provided
Ireland,No,No,No
Israel,Answer/report not provided,Answer/report not provided,Answer/report not provided
Italy,No,No,Answer/report not provided
Jamaica,No,Answer/report not provided,Answer/report not provided
Japan,Yes,Yes,Yes
Jordan,Yes,Yes,Yes
Kazakhstan,No,No,Answer/report not provided
Kenya,Yes,Answer/report not provided,Yes
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,No,Yes,Yes
Kyrgyzstan,Yes,Yes,Answer/report not provided
Lao People's Democratic Republic,No,Yes,Answer/report not provided
Latvia,No,No,No
Lebanon,No,No,No
Lesotho,Yes,No,No
Libyan Arab Jamahiriya,Yes,Yes,Answer/report not provided
Lithuania,No,No,No
Luxembourg,No,No,No
Madagascar,Yes,No,Yes
Malaysia,No,No,Yes
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,Yes,Yes,Answer/report not provided
Malta,No,No,Answer/report not provided
Marshall Islands,No,Yes,Yes
Mauritania,Answer/report not provided,No,Answer/report not provided
Mauritius,Yes,Yes,Yes
Mexico,Yes,No,No
Micronesia (Federated States of),No,No,Yes
Mongolia,No,Yes,Yes
Montenegro,No,No,No
Myanmar,No,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Yes
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,Yes,Answer/report not provided
Netherlands,No,No,No
New Zealand,No,No,No
Niger,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nigeria,No,Answer/report not provided,Answer/report not provided
Niue,No,Answer/report not provided,Answer/report not provided
Norway,No,No,No
Oman,No,No,No
Pakistan,Yes,Yes,Answer/report not provided
Palau,Yes,Yes,No
Panama,No,No,Yes
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,Yes,No,Answer/report not provided
Peru,No,No,Answer/report not provided
Philippines,No,Yes,Answer/report not provided
Poland,No,No,Answer/report not provided
Portugal,No,No,No
Qatar,Answer/report not provided,No,Yes
Republic of Korea,No,Yes,No
Republic of Moldova,Yes,No,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,No,No,Answer/report not provided
Rwanda,Answer/report not provided,Yes,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,No,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,No,No
Sao Tome and Principe,Yes,Answer/report not provided,Answer/report not provided
Saudi Arabia,No,No,Answer/report not provided
Senegal,No,No,Answer/report not provided
Serbia,No,No,No
Seychelles,No,No,No
Sierra Leone,Yes,Yes,Answer/report not provided
Singapore,Yes,Yes,No
Slovakia,No,No,No
Slovenia,Yes,Yes,Yes
Solomon Islands,No,Answer/report not provided,Answer/report not provided
South Africa,Yes,No,No
Spain,No,No,No
Sri Lanka,Answer/report not provided,Yes,Answer/report not provided
Sudan,Answer/report not provided,Yes,Answer/report not provided
Suriname,No,No,Answer/report not provided
Swaziland,Answer/report not provided,Yes,Answer/report not provided
Sweden,Answer/report not provided,Answer/report not provided,No
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Yes
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,Yes,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Yes,Yes,No
Tonga,Yes,Yes,Yes
Trinidad and Tobago,No,No,No
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,No,Answer/report not provided,Answer/report not provided
Tuvalu,Answer/report not provided,Yes,Answer/report not provided
Uganda,Yes,Yes,Answer/report not provided
Ukraine,No,No,No
United Arab Emirates,Yes,Yes,Answer/report not provided
United Kingdom,No,No,No
United Republic of Tanzania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uruguay,No,No,No
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,Yes,No,Answer/report not provided
Venezuela,No,No,Answer/report not provided
Viet Nam,Yes,No,No
Yemen,No,No,Answer/report not provided
