Party,2014,2012,2010
Afghanistan,Answer/report not provided,No,Answer/report not provided
Albania,No,No,Answer/report not provided
Algeria,No,No,No
Antigua and Barbuda,No,No,Answer/report not provided
Armenia,No,No,No
Australia,No,No,Answer/report not provided
Austria,Yes,No,Answer/report not provided
Azerbaijan,No,No,No
Bahamas,No,No,Answer/report not provided
Bahrain (Kingdom of),No,No,Answer/report not provided
Bangladesh,Yes,Yes,Answer/report not provided
Barbados,No,No,Answer/report not provided
Belarus,No,No,Answer/report not provided
Belgium,Answer/report not provided,No,No
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,No,No,No
Bhutan,Yes,Yes,Yes
Bolivia,Answer/report not provided,No,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brazil,No,No,No
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,No,No,No
Burkina Faso,Yes,No,Answer/report not provided
Burundi,Answer/report not provided,No,Answer/report not provided
Cambodia,No,No,No
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,No,No,No
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,No,Answer/report not provided
Chile,No,No,Answer/report not provided
China,Yes,No,No
Colombia,No,No,Answer/report not provided
Comoros,Answer/report not provided,No,No
Congo,Answer/report not provided,No,Answer/report not provided
Cook Islands,Yes,No,No
Costa Rica,No,Yes,Answer/report not provided
Côte d'Ivoire,Yes,No,Answer/report not provided
Croatia,No,No,Answer/report not provided
Cyprus,No,No,No
Czech Republic,No,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,No,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,No,No,No
Djibouti,Answer/report not provided,No,Answer/report not provided
Ecuador,No,No,Answer/report not provided
Egypt,No,Yes,Answer/report not provided
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,No,No,Answer/report not provided
Fiji,No,Answer/report not provided,Answer/report not provided
Finland,No,No,Answer/report not provided
France,Answer/report not provided,No,No
Gabon,No,No,Answer/report not provided
Gambia,No,No,Answer/report not provided
Georgia,No,No,Answer/report not provided
Germany,No,No,No
Ghana,No,No,No
Greece,No,No,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,No,No,Answer/report not provided
Guyana,Answer/report not provided,Yes,Yes
Honduras,No,Answer/report not provided,Answer/report not provided
Hungary,No,No,No
Iceland,No,No,Answer/report not provided
India,No,Answer/report not provided,Yes
Iran (Islamic Republic of),No,No,Answer/report not provided
Iraq,No,No,Answer/report not provided
Ireland,No,No,No
Israel,Answer/report not provided,No,Answer/report not provided
Italy,No,Answer/report not provided,Answer/report not provided
Jamaica,No,Answer/report not provided,Answer/report not provided
Japan,No,No,Answer/report not provided
Jordan,No,No,Answer/report not provided
Kazakhstan,No,No,Answer/report not provided
Kenya,No,Answer/report not provided,No
Kiribati,No,Answer/report not provided,Answer/report not provided
Kuwait,No,Answer/report not provided,Answer/report not provided
Kyrgyzstan,No,No,Answer/report not provided
Lao People's Democratic Republic,No,No,Answer/report not provided
Latvia,No,No,No
Lebanon,No,No,No
Lesotho,Answer/report not provided,Answer/report not provided,No
Libyan Arab Jamahiriya,Yes,No,Answer/report not provided
Lithuania,No,No,No
Luxembourg,No,No,No
Madagascar,No,No,No
Malaysia,No,No,No
Maldives,No,Answer/report not provided,Answer/report not provided
Mali,No,No,Answer/report not provided
Malta,No,No,No
Marshall Islands,No,No,No
Mauritania,No,Answer/report not provided,Answer/report not provided
Mauritius,Yes,Yes,Yes
Mexico,No,Yes,Yes
Micronesia (Federated States of),No,No,Answer/report not provided
Mongolia,No,No,No
Montenegro,No,No,No
Myanmar,No,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,No,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,No,No,Answer/report not provided
Netherlands,No,No,No
New Zealand,No,No,No
