Party,2014,2012,2010
Afghanistan,Answer/report not provided,Indicator not used,Indicator not used
Albania,Answer/report not provided,Indicator not used,Indicator not used
Algeria,Answer/report not provided,Indicator not used,Indicator not used
Antigua and Barbuda,Answer/report not provided,Indicator not used,Indicator not used
Armenia,Answer/report not provided,Indicator not used,Indicator not used
Australia,The regulation impact statement will take into account the guidelines for implementation of Articles 9 and 10 of the WHO FCTC.,Indicator not used,Indicator not used
Austria,Answer/report not provided,Indicator not used,Indicator not used
Azerbaijan,Answer/report not provided,Indicator not used,Indicator not used
Bahamas,Answer/report not provided,Indicator not used,Indicator not used
Bahrain (Kingdom of),Answer/report not provided,Indicator not used,Indicator not used
Bangladesh,Answer/report not provided,Indicator not used,Indicator not used
Barbados,Answer/report not provided,Indicator not used,Indicator not used
Belarus,Answer/report not provided,Indicator not used,Indicator not used
Belgium,Answer/report not provided,Indicator not used,Indicator not used
Belize,Answer/report not provided,Indicator not used,Indicator not used
Benin,Answer/report not provided,Indicator not used,Indicator not used
Bhutan,Answer/report not provided,Indicator not used,Indicator not used
Bolivia,Answer/report not provided,Indicator not used,Indicator not used
Bosnia and Herzegovina,Answer/report not provided,Indicator not used,Indicator not used
Botswana,Answer/report not provided,Indicator not used,Indicator not used
Brazil,Answer/report not provided,Indicator not used,Indicator not used
Brunei Darussalam,Answer/report not provided,Indicator not used,Indicator not used
Bulgaria,Answer/report not provided,Indicator not used,Indicator not used
Burkina Faso,Answer/report not provided,Indicator not used,Indicator not used
Burundi,Answer/report not provided,Indicator not used,Indicator not used
Cambodia,Answer/report not provided,Indicator not used,Indicator not used
Cameroon,Answer/report not provided,Indicator not used,Indicator not used
Canada,Answer/report not provided,Indicator not used,Indicator not used
Central African Republic,Answer/report not provided,Indicator not used,Indicator not used
Chad,Answer/report not provided,Indicator not used,Indicator not used
Chile,No se han desarrollado acciones específicas en esta materia aunque se ha reforzado el uso de las directrices.,Indicator not used,Indicator not used
China,Answer/report not provided,Indicator not used,Indicator not used
Colombia,Answer/report not provided,Indicator not used,Indicator not used
Comoros,Answer/report not provided,Indicator not used,Indicator not used
Congo,Answer/report not provided,Indicator not used,Indicator not used
Cook Islands,Answer/report not provided,Indicator not used,Indicator not used
Costa Rica,Ley 9028 y sus reglamentos,Indicator not used,Indicator not used
Côte d'Ivoire,Answer/report not provided,Indicator not used,Indicator not used
Croatia,Answer/report not provided,Indicator not used,Indicator not used
Cyprus,Answer/report not provided,Indicator not used,Indicator not used
Czech Republic,Answer/report not provided,Indicator not used,Indicator not used
Democratic People's Republic of Korea,Answer/report not provided,Indicator not used,Indicator not used
Democratic Republic of the Congo,Answer/report not provided,Indicator not used,Indicator not used
Denmark,Answer/report not provided,Indicator not used,Indicator not used
Djibouti,Answer/report not provided,Indicator not used,Indicator not used
Ecuador,Answer/report not provided,Indicator not used,Indicator not used
Egypt,Answer/report not provided,Indicator not used,Indicator not used
El Salvador,Answer/report not provided,Indicator not used,Indicator not used
Estonia,Answer/report not provided,Indicator not used,Indicator not used
European Union,Answer/report not provided,Indicator not used,Indicator not used
Fiji,Answer/report not provided,Indicator not used,Indicator not used
Finland,Answer/report not provided,Indicator not used,Indicator not used
France,Answer/report not provided,Indicator not used,Indicator not used
Gabon,Answer/report not provided,Indicator not used,Indicator not used
Gambia,Answer/report not provided,Indicator not used,Indicator not used
Georgia,Answer/report not provided,Indicator not used,Indicator not used
Germany,Answer/report not provided,Indicator not used,Indicator not used
Ghana,Answer/report not provided,Indicator not used,Indicator not used
Greece,Answer/report not provided,Indicator not used,Indicator not used
Grenada,Answer/report not provided,Indicator not used,Indicator not used
Guatemala,Answer/report not provided,Indicator not used,Indicator not used
Guyana,Answer/report not provided,Indicator not used,Indicator not used
Honduras,Cada seis meses las empresas productoras o importadoras de productos de tabaco están obligadas a solicitar a la Dirección General del Instituto Hondureño para la Prevención del Alcoholismo. Drogadicción y Farmacodependencia IHADFA las nuevas imágenes o pictogramas y los mensajes de advertencia. y además están obligadas a imprimir los contenidos de nicotina. alquitrán y monóxido de carbono en la parte lateral de cada cajetilla de cigarrillos y otros productos de tabaco a comercializar en Honduras.,Indicator not used,Indicator not used
Hungary,Answer/report not provided,Indicator not used,Indicator not used
Iceland,Answer/report not provided,Indicator not used,Indicator not used
India,Answer/report not provided,Indicator not used,Indicator not used
Iran (Islamic Republic of),The information required by the National Headquarters on Tobacco Control (HQ) has not been updated in accordance with the guidelines for implementation of Articles 9 and 10,Indicator not used,Indicator not used
Iraq,Answer/report not provided,Indicator not used,Indicator not used
Ireland,Answer/report not provided,Indicator not used,Indicator not used
Israel,Answer/report not provided,Indicator not used,Indicator not used
Italy,Answer/report not provided,Indicator not used,Indicator not used
Jamaica,Answer/report not provided,Indicator not used,Indicator not used
Japan,Answer/report not provided,Indicator not used,Indicator not used
Jordan,Answer/report not provided,Indicator not used,Indicator not used
Kazakhstan,Answer/report not provided,Indicator not used,Indicator not used
Kenya,Answer/report not provided,Indicator not used,Indicator not used
Kiribati,Answer/report not provided,Indicator not used,Indicator not used
Kuwait,Answer/report not provided,Indicator not used,Indicator not used
Kyrgyzstan,Answer/report not provided,Indicator not used,Indicator not used
Lao People's Democratic Republic,Answer/report not provided,Indicator not used,Indicator not used
Latvia,Answer/report not provided,Indicator not used,Indicator not used
Lebanon,Answer/report not provided,Indicator not used,Indicator not used
Lesotho,Answer/report not provided,Indicator not used,Indicator not used
Libyan Arab Jamahiriya,Answer/report not provided,Indicator not used,Indicator not used
Lithuania,Answer/report not provided,Indicator not used,Indicator not used
Luxembourg,Answer/report not provided,Indicator not used,Indicator not used
Madagascar,Answer/report not provided,Indicator not used,Indicator not used
Malaysia,Answer/report not provided,Indicator not used,Indicator not used
Maldives,Answer/report not provided,Indicator not used,Indicator not used
Mali,Answer/report not provided,Indicator not used,Indicator not used
Malta,Answer/report not provided,Indicator not used,Indicator not used
Marshall Islands,Answer/report not provided,Indicator not used,Indicator not used
Mauritania,Answer/report not provided,Indicator not used,Indicator not used
Mauritius,Answer/report not provided,Indicator not used,Indicator not used
