Party,2014,2012,2010
Afghanistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Albania,No,No,Answer/report not provided
Algeria,No,No,Yes
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,No,No,No
Australia,Yes,Yes,Yes
Austria,Yes,Yes,Answer/report not provided
Azerbaijan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahamas,Yes,Yes,Answer/report not provided
Bahrain (Kingdom of),Yes,Yes,Answer/report not provided
Bangladesh,Answer/report not provided,No,Answer/report not provided
Barbados,No,No,Answer/report not provided
Belarus,Answer/report not provided,No,No
Belgium,Yes,Yes,Yes
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,No,Yes,Yes
Bhutan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,Yes,Answer/report not provided
Bosnia and Herzegovina,Yes,Yes,Answer/report not provided
Botswana,Answer/report not provided,No,Answer/report not provided
Brazil,Yes,Yes,Yes
Brunei Darussalam,No,No,Answer/report not provided
Bulgaria,No,No,No
Burkina Faso,No,Answer/report not provided,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,No,Answer/report not provided,Answer/report not provided
Canada,Yes,Yes,Yes
Central African Republic,Answer/report not provided,No,Answer/report not provided
Chad,Answer/report not provided,Yes,Answer/report not provided
Chile,Answer/report not provided,Answer/report not provided,Answer/report not provided
China,Yes,Answer/report not provided,Answer/report not provided
Colombia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Comoros,Answer/report not provided,No,Answer/report not provided
Congo,No,No,Answer/report not provided
Cook Islands,Yes,Answer/report not provided,No
Costa Rica,Yes,Yes,Answer/report not provided
Côte d'Ivoire,No,Answer/report not provided,Answer/report not provided
Croatia,Yes,Answer/report not provided,Answer/report not provided
Cyprus,Yes,Yes,Yes
Czech Republic,Yes,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,No,Answer/report not provided
