Party,2014,2012,2010
Afghanistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Albania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Algeria,Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.,Answer/report not provided,Answer/report not provided
Antigua and Barbuda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Armenia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Australia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Austria,The publication of an updated list of laws and regulations on tobacco control and information about the enforcement of laws on tobacco control as well as pertinent jurisprudence on the website of the the federal ministry of health is available.,Answer/report not provided,Answer/report not provided
Azerbaijan,"Azerbaijan Global Youth Tobacco Survey (GYTS) – 2011 was conducted by support of the WHO/CDC. It was a school-based survey of students in grades 8 through 10. A two-stage cluster sample design was used to produce representative data for Azerbaijan. At the first stage schools were selected with probability proportional to enrollment size. At the second stage classes were randomly selected and all students in selected classes were eligible to participate. A total of 2 047 students participated in the Azerbaijan GYTS of which 2 018 were ages 13 to 15 years. The overall response rate of all students surveyed was 73.2%.
In 2011 Azerbaijan implemented National Survey on Risk Factors for Chronic Noncommunicable Diseases (STEPS metodology). The sampling frame was all population of Azerbaijan aged 18 years and above with the sample size of 2400.",Answer/report not provided,Answer/report not provided
Bahamas,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bahrain (Kingdom of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Bangladesh,Answer/report not provided,Answer/report not provided,Answer/report not provided
Barbados,The data collection and data entry for GYTS 2013 was recently completed. A representative from the Ministry of Health will be attending the global data analysis meeting in Tunisia in May following this the national report will be finalised.,Answer/report not provided,Answer/report not provided
Belarus,Answer/report not provided,Answer/report not provided,Answer/report not provided
Belgium,Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.,Answer/report not provided,Answer/report not provided
Belize,Answer/report not provided,Answer/report not provided,Answer/report not provided
Benin,Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.,Answer/report not provided,Answer/report not provided
Bhutan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bolivia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bosnia and Herzegovina,3.4.3.1: Covered mainly through health statistical system and periodical surveys performed by PHI,Answer/report not provided,Answer/report not provided
Botswana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brazil,Answer/report not provided,Answer/report not provided,Answer/report not provided
Brunei Darussalam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Bulgaria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Burkina Faso,Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.,Answer/report not provided,Answer/report not provided
Burundi,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cambodia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cameroon,Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.,Answer/report not provided,Answer/report not provided
Canada,Answer/report not provided,Answer/report not provided,Canada notes that there are no FCTC guidelines for the implementation of on Article 20.
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chile,Answer/report not provided,Answer/report not provided,Answer/report not provided
